Appling	2929	59.93	1958	40.07	0	0	971	19.87	4887
Atkinson	944	51.17	901	48.83	0	0	43	2.33	1845
Bacon	1778	63.77	1010	36.23	0	0	768	27.55	2788
Baker	675	49.41	691	50.59	0	0	-16	-1.17	1366
Baldwin	5717	59.74	3853	40.26	0	0	1864	19.48	9570
Banks	1549	59.30	1063	40.70	0	0	486	18.61	2612
Barrow	4123	63.53	2367	36.47	0	0	1756	27.06	6490
Bartow	7104	59.78	4780	40.22	0	0	2324	19.56	11884
Ben_Hill	2313	55.44	1859	44.56	0	0	454	10.88	4172
Berrien	2395	58.92	1670	41.08	0	0	725	17.84	4065
Bibb	24170	47.77	26427	52.23	0	0	-2257	-4.46	50597
Bleckley	1912	56.62	1465	43.38	0	0	447	13.24	3377
Brantley	1679	52.53	1517	47.47	0	0	162	5.07	3196
Brooks	2229	57.30	1661	42.70	0	0	568	14.60	3890
Bryan	2265	61.83	1398	38.17	0	0	867	23.67	3663
Bulloch	6117	62.67	3644	37.33	0	0	2473	25.34	9761
Burke	3137	50.08	3127	49.92	0	0	10	0.16	6264
Butts	2141	54.05	1820	45.95	0	0	321	8.10	3961
Calhoun	776	41.88	1077	58.12	0	0	-301	-16.24	1853
Camden	2841	56.76	2164	43.24	0	0	677	13.53	5005
Candler	1497	59.62	1014	40.38	0	0	483	19.24	2511
Carroll	11436	67.17	5590	32.83	0	0	5846	34.34	17026
Catoosa	7908	71.91	3089	28.09	0	0	4819	43.82	10997
Charlton	1368	55.18	1111	44.82	0	0	257	10.37	2479
Chatham	38482	57.65	28271	42.35	0	0	10211	15.30	66753
Chattahoochee	459	51.75	428	48.25	0	0	31	3.49	887
Chattooga	2953	53.41	2576	46.59	0	0	377	6.82	5529
Cherokee	11146	76.11	3499	23.89	0	0	7647	52.22	14645
Clarke	11503	53.17	10132	46.83	0	0	1371	6.34	21635
Clay	419	35.84	750	64.16	0	0	-331	-28.31	1169
Clayton	31553	72.84	11763	27.16	0	0	19790	45.69	43316
Clinch	862	57.97	625	42.03	0	0	237	15.94	1487
