Appling	2597	62.44	1562	37.56	0	0	1035	24.88	4159
Atkinson	1157	58.76	811	41.19	1	0.05	346	17.57	1969
Bacon	2136	64.43	1179	35.57	0	0	957	28.86	3315
Baker	914	60.33	600	39.60	1	0.07	314	20.73	1515
Baldwin	3430	55.59	2740	44.41	0	0	690	11.18	6170
Banks	548	30.34	1258	69.66	0	0	-710	-39.32	1806
Barrow	2316	50.42	2277	49.58	0	0	39	0.84	4593
Bartow	2813	37.77	4635	62.23	0	0	-1822	-24.46	7448
Ben_Hill	2089	57.82	1523	42.15	1	0.03	566	15.67	3613
Berrien	4073	60.51	2658	39.49	0	0	1415	21.02	6731
Bibb	25641	58.98	17831	41.02	0	0	7810	17.96	43472
Bleckley	2578	72.50	978	27.50	0	0	1600	45.00	3556
Brantley	1231	57.52	909	42.48	0	0	322	15.04	2140
Brooks	2342	69.50	1027	30.47	1	0.03	1315	39.03	3370
Bryan	1433	62.58	857	37.42	0	0	576	25.16	2290
Bulloch	4823	63.94	2720	36.06	0	0	2103	27.88	7543
Burke	3034	71.52	1208	28.48	0	0	1826	43.04	4242
Butts	1261	45.12	1534	54.88	0	0	-273	-9.76	2795
Calhoun	1066	78.67	289	21.33	0	0	777	57.34	1355
Camden	1802	51.56	1693	48.44	0	0	109	3.12	3495
Candler	1710	68.26	795	31.74	0	0	915	36.52	2505
Carroll	4984	50.96	4794	49.02	2	0.02	190	1.94	9780
Catoosa	4143	58.59	2922	41.32	6	0.08	1221	17.27	7071
Charlton	1179	67.26	574	32.74	0	0	605	34.52	1753
Chatham	33141	58.85	23176	41.15	1	0.00	9965	17.70	56318
Chattahoochee	246	56.29	191	43.71	0	0	55	12.58	437
Chattooga	1476	27.01	3986	72.94	3	0.05	-2510	-45.93	5465
Cherokee	3398	51.59	3189	48.41	0	0	209	3.18	6587
Clarke	4875	39.33	7519	60.67	0	0	-2644	-21.34	12394
Clay	544	60.04	360	39.74	2	0.22	184	20.30	906
Clayton	10488	64.08	5869	35.86	10	0.06	4619	28.22	16367
