Appling	1318	77.30	387	22.70	0	0.00	931	54.60	1705
Atkinson	766	89.49	90	10.51	0	0.00	676	78.97	856
Bacon	763	77.62	220	22.38	0	0.00	543	55.24	983
Baker	478	93.91	31	6.09	0	0.00	447	87.82	509
Baldwin	1307	80.98	307	19.02	0	0.00	1000	61.96	1614
Banks	490	79.16	125	20.19	4	0.65	365	58.97	619
Barrow	1513	85.48	257	14.52	0	0.00	1256	70.96	1770
Bartow	1915	79.10	506	20.90	0	0.00	1409	58.20	2421
Ben_Hill	1046	84.56	190	15.36	1	0.08	856	69.20	1237
Berrien	1481	87.22	217	12.78	0	0.00	1264	74.44	1698
Bibb	5352	73.96	1884	26.04	0	0.00	3468	47.93	7236
Bleckley	815	79.28	213	20.72	0	0.00	602	58.56	1028
Brantley	540	81.33	124	18.67	0	0.00	416	62.65	664
Brooks	1381	83.19	279	16.81	0	0.00	1102	66.39	1660
Bryan	688	88.43	90	11.57	0	0.00	598	76.86	778
Bulloch	1921	87.52	274	12.48	0	0.00	1647	75.03	2195
Burke	909	85.59	153	14.41	0	0.00	756	71.19	1062
Butts	1330	93.99	85	6.01	0	0.00	1245	87.99	1415
Calhoun	736	95.21	37	4.79	0	0.00	699	90.43	773
Camden	556	87.97	76	12.03	0	0.00	480	75.95	632
Candler	653	82.55	138	17.45	0	0.00	515	65.11	791
Carroll	3331	82.55	704	17.45	0	0.00	2627	65.11	4035
Catoosa	1453	78.63	395	21.37	0	0.00	1058	57.25	1848
Charlton	462	83.85	89	16.15	0	0.00	373	67.70	551
Chatham	8725	80.91	2058	19.09	0	0.00	6667	61.83	10783
Chattahoochee	100	84.03	19	15.97	0	0.00	81	68.07	119
Chattooga	2495	89.68	287	10.32	0	0.00	2208	79.37	2782
Cherokee	1348	56.00	1059	44.00	0	0.00	289	12.01	2407
Clarke	3112	91.91	274	8.09	0	0.00	2838	83.82	3386
Clay	442	92.66	35	7.34	0	0.00	407	85.32	477
Clayton	1828	88.14	245	11.81	1	0.05	1583	76.33	2074
Clinch	582	90.09	64	9.91	0	0.00	518	80.19	646
Cobb	5000	78.75	1349	21.25	0	0.00	3651	57.51	6349
Coffee	1625	81.62	366	18.38	0	0.00	1259	63.23	1991
Colquitt	2308	76.83	696	23.17	0	0.00	1612	53.66	3004
Columbia	508	87.59	72	12.41	0	0.00	436	75.17	580
Cook	1155	84.99	204	15.01	0	0.00	951	69.98	1359
