Emanuel	513	47.54	444	41.15	111	10.29	11	1.02	69	6.39	1079
Fannin	533	59.22	367	40.78	0	0.00	0	0.00	166	18.44	900
Fayette	471	74.06	141	22.17	17	2.67	7	1.10	330	51.89	636
Floyd	1450	67.92	638	29.88	31	1.45	16	0.75	812	38.03	2135
Forsyth	318	50.08	270	42.52	38	5.98	9	1.42	48	7.56	635
Franklin	530	51.86	176	17.22	297	29.06	19	1.86	233	22.80	1022
Fulton	5075	74.35	1676	24.55	8	0.12	67	0.98	3399	49.79	6826
Gilmer	502	50.45	493	49.55	0	0.00	0	0.00	9	0.90	995
Glascock	157	64.61	62	25.51	10	4.12	14	5.76	95	39.09	243
Glynn	674	71.86	254	27.08	6	0.64	4	0.43	420	44.78	938
Gordon	637	52.95	504	41.90	48	3.99	14	1.16	133	11.06	1203
Greene	493	60.49	303	37.18	7	0.86	12	1.47	190	23.31	815
Gwinnett	1052	63.45	373	22.50	200	12.06	33	1.99	679	40.95	1658
Habersham	589	67.01	218	24.80	32	3.64	40	4.55	371	42.21	879
Hall	880	72.97	262	21.72	31	2.57	33	2.74	618	51.24	1206
Hancock	526	95.29	16	2.90	3	0.54	7	1.27	510	92.39	552
Haralson	458	38.13	666	55.45	61	5.08	16	1.33	-208	-17.32	1201
Harris	636	57.30	422	38.02	47	4.23	5	0.45	214	19.28	1110
Hart	639	73.36	185	21.24	29	3.33	18	2.07	454	52.12	871
Heard	548	93.52	32	5.46	2	0.34	4	0.68	516	88.05	586
Henry	639	59.78	378	35.36	51	4.77	1	0.09	261	24.42	1069
Houston	798	89.76	81	9.11	4	0.45	6	0.67	717	80.65	889
Irwin	700	53.76	583	44.78	2	0.15	17	1.31	117	8.99	1302
Jackson	836	51.32	477	29.28	302	18.54	14	0.86	359	22.04	1629
Jasper	630	93.61	32	4.75	6	0.89	5	0.74	598	88.86	673
Jefferson	394	72.29	128	23.49	9	1.65	14	2.57	266	48.81	545
Johnson	276	41.63	321	48.42	50	7.54	16	2.41	-45	-6.79	663
Jones	408	69.62	166	28.33	9	1.54	3	0.51	242	41.30	586
Laurens	942	62.67	395	26.28	152	10.11	14	0.93	547	36.39	1503
Lee	269	63.59	149	35.22	2	0.47	3	0.71	120	28.37	423
Liberty	248	41.82	304	51.26	37	6.24	4	0.67	-56	-9.44	593
Lincoln	173	80.84	4	1.87	28	13.08	9	4.21	145	67.76	214
Lowndes	444	60.08	277	37.48	5	0.68	13	1.76	167	22.60	739
Lumpkin	410	56.87	308	42.72	0	0.00	3	0.42	102	14.15	721
Macon	464	67.84	182	26.61	24	3.51	14	2.05	282	41.23	684
Madison	754	90.41	66	7.91	9	1.08	5	0.60	688	82.49	834
Marion	280	65.27	116	27.04	31	7.23	2	0.47	164	38.23	429
McDuffie	178	38.12	289	61.88	0	0.00	0	0.00	-111	-23.77	467
McIntosh	259	51.80	211	42.20	18	3.60	12	2.40	48	9.60	500
Meriwether	734	72.24	234	23.03	31	3.05	17	1.67	500	49.21	1016
Miller	183	78.21	19	8.12	29	12.39	3	1.28	154	65.81	234
Milton	308	63.24	116	23.82	55	11.29	8	1.64	192	39.43	487
Mitchell	465	62.42	274	36.78	0	0.00	6	0.81	191	25.64	745
Monroe	810	89.01	92	10.11	8	0.88	0	0.00	718	78.90	910
Montgomery	608	71.95	232	27.46	0	0.00	5	0.59	376	44.50	845
Morgan	484	66.57	222	30.54	15	2.06	6	0.83	262	36.04	727
Murray	361	45.18	360	45.06	73	9.14	5	0.63	1	0.13	799
Muscogee	1245	81.91	272	17.89	0	0.00	3	0.20	973	64.01	1520
Newton	790	71.36	294	26.56	18	1.63	5	0.45	496	44.81	1107
Oconee	251	49.70	148	29.31	93	18.42	13	2.57	103	20.40	505
Oglethorpe	625	94.55	20	3.03	9	1.36	7	1.06	605	91.53	661
Paulding	496	37.46	609	46.00	215	16.24	4	0.30	-113	-8.53	1324
Pickens	295	32.63	599	66.26	6	0.66	4	0.44	-304	-33.63	904
Pierce	267	46.76	290	50.79	10	1.75	4	0.70	-23	-4.03	571
Pike	759	78.98	168	17.48	20	2.08	14	1.46	591	61.50	961
Polk	490	31.67	1019	65.87	21	1.36	17	1.10	-529	-34.20	1547
Pulaski	631	94.04	26	3.87	8	1.19	6	0.89	605	90.16	671
Putnam	331	95.94	8	2.32	0	0.00	6	1.74	323	93.62	345
Quitman	173	66.54	84	32.31	2	0.77	1	0.38	89	34.23	260
Rabun	244	77.46	70	22.22	0	0.00	1	0.32	174	55.24	315
Randolph	602	82.58	108	14.81	19	2.61	0	0.00	494	67.76	729
Richmond	2045	88.84	215	9.34	29	1.26	13	0.56	1830	79.50	2302
Rockdale	393	62.28	184	29.16	52	8.24	2	0.32	209	33.12	631
Schley	221	51.40	163	37.91	44	10.23	2	0.47	58	13.49	430
Screven	488	48.46	376	37.34	133	13.21	10	0.99	112	11.12	1007
Spalding	782	90.20	82	9.46	0	0.00	3	0.35	700	80.74	867
Stewart	471	72.24	170	26.07	7	1.07	4	0.61	301	46.17	652
Sumter	780	77.53	216	21.47	8	0.80	2	0.20	564	56.06	1006
Talbot	405	77.29	107	20.42	11	2.10	1	0.19	298	56.87	524
Taliaferro	216	55.53	100	25.71	60	15.42	13	3.34	116	29.82	389
Tattnall	738	50.03	611	41.42	106	7.19	20	1.36	127	8.61	1475
Taylor	298	76.61	79	20.31	4	1.03	8	2.06	219	56.30	389
Telfair	568	80.68	122	17.33	0	0.00	14	1.99	446	63.35	704
Terrell	679	73.33	213	23.00	25	2.70	9	0.97	466	50.32	926
Thomas	1146	70.96	432	26.75	19	1.18	18	1.11	714	44.21	1615
Towns	295	46.90	326	51.83	4	0.64	4	0.64	-31	-4.93	629
Troup	837	90.00	60	6.45	29	3.12	4	0.43	777	83.55	930
Twiggs	321	84.70	56	14.78	0	0.00	2	0.53	265	69.92	379
Union	417	49.47	397	47.09	25	2.97	4	0.47	20	2.37	843
Upson	468	59.85	133	17.01	173	22.12	8	1.02	295	37.72	782
Walker	752	54.81	566	41.25	43	3.13	11	0.80	186	13.56	1372
Walton	836	62.25	385	28.67	108	8.04	14	1.04	451	33.58	1343
Ware	601	84.89	107	15.11	0	0.00	0	0.00	494	69.77	708
Warren	317	50.24	230	36.45	73	11.57	11	1.74	87	13.79	631
Washington	720	64.75	282	25.36	82	7.37	28	2.52	438	39.39	1112
Wayne	363	60.00	213	35.21	20	3.31	9	1.49	150	24.79	605
Webster	204	75.28	66	24.35	1	0.37	0	0.00	138	50.92	271
White	191	57.88	100	30.30	21	6.36	18	5.45	91	27.58	330
Whitfield	587	52.27	412	36.69	106	9.44	18	1.60	175	15.58	1123
Wilcox	407	63.69	228	35.68	2	0.31	2	0.31	179	28.01	639
Wilkes	581	89.80	4	0.62	57	8.81	5	0.77	524	80.99	647
Wilkinson	422	67.95	184	29.63	10	1.61	5	0.81	238	38.33	621
Worth	599	55.93	430	40.15	20	1.87	22	2.05	169	15.78	1071
Totals	81201	66.87	34255	28.21	4575	3.77	1402	1.15	46946	38.66	121433
