Gilmer	17.71	1958	80.76	8926	1.53	169	11053
Glascock	13.17	176	84.96	1135	1.87	25	1336
Glynn	36.00	11950	62.95	20893	1.05	348	33191
Gordon	20.31	3440	77.91	13197	1.78	302	16939
Grady	36.32	3419	62.93	5924	0.74	70	9413
Greene	38.44	3201	60.90	5071	0.66	55	8327
Gwinnett	44.56	132509	53.76	159855	1.68	4992	297356
Habersham	15.68	2301	82.90	12166	1.42	209	14676
Hall	21.13	12999	77.19	47481	1.68	1032	61512
Hancock	80.88	3308	18.80	769	0.32	13	4090
Haralson	17.19	1789	81.16	8446	1.65	172	10407
Harris	26.71	4145	72.14	11197	1.79	279	15621
Hart	30.12	2870	68.39	6517	1.49	142	9529
Heard	22.69	948	75.63	3160	1.68	70	4178
Henry	47.81	43761	51.10	46774	1.09	996	91531
Houston	39.02	22702	59.58	34662	1.39	811	58175
Irwin	30.72	1141	68.34	2538	0.94	35	3714
Jackson	17.85	4238	80.59	19135	1.57	372	23745
Jasper	30.54	1845	68.45	4136	1.01	61	6042
Jeff_Davis	23.88	1275	74.85	3996	1.27	68	5339
Jefferson	58.36	4261	41.08	2999	0.56	41	7301
Jenkins	43.84	1488	55.60	1887	0.56	19	3394
Johnson	34.56	1305	64.62	2440	0.82	31	3776
Jones	35.27	4274	63.90	7744	0.83	101	12119
Lamar	34.18	2602	64.36	4899	1.46	111	7612
Lanier	37.41	1114	61.11	1820	1.48	44	2978
Laurens	38.26	7513	60.85	11950	0.90	176	19639
Lee	23.42	3196	75.58	10314	1.00	136	13646
Liberty	64.57	10457	34.36	5565	1.07	173	16195
Lincoln	35.80	1586	63.36	2807	0.84	37	4430
Long	37.80	1442	60.45	2306	1.76	67	3815
Lowndes	44.54	17470	54.38	21327	1.08	424	39221
Lumpkin	18.77	2055	78.98	8647	2.25	246	10948
Macon	67.09	3211	32.28	1545	0.63	30	4786
Madison	22.40	2494	75.84	8443	1.76	196	11133
Marion	44.42	1412	54.51	1733	1.07	34	3179
McDuffie	42.10	4044	57.00	5475	0.90	86	9605
McIntosh	45.07	2864	53.65	3409	1.27	81	6354
Meriwether	46.70	4331	52.36	4856	0.94	87	9274
Miller	30.65	852	68.53	1905	0.83	23	2780
Mitchell	49.28	4081	50.18	4155	0.54	45	8281
Monroe	30.78	3785	68.00	8361	1.21	149	12295
Montgomery	29.60	1135	69.41	2662	0.99	38	3835
Morgan	30.45	2753	68.42	6186	1.13	102	9041
Murray	22.59	2542	75.02	8443	2.40	270	11255
Muscogee	60.20	42573	38.90	27510	0.89	632	70715
Newton	50.45	21851	48.45	20982	1.10	476	43309
Oconee	24.76	4421	73.34	13098	1.90	340	17859
Oglethorpe	30.45	1914	67.64	4251	1.91	120	6285
Paulding	27.50	15825	70.98	40846	1.52	872	57543
Peach	53.29	6148	45.83	5287	0.88	102	11537
Pickens	15.55	1975	83.03	10547	1.42	180	12702
Pierce	16.40	1124	82.67	5667	0.93	64	6855
Pike	16.66	1356	81.93	6668	1.41	115	8139
Polk	26.49	3615	71.89	9811	1.63	222	13648
Pulaski	33.08	1219	66.32	2444	0.60	22	3685
Putnam	31.70	2926	67.34	6215	0.95	88	9229
Quitman	54.26	612	45.21	510	0.53	6	1128
Rabun	20.88	1559	77.08	5754	2.04	152	7465
Randolph	57.84	1770	41.54	1271	0.62	19	3060
Richmond	66.39	52560	32.64	25845	0.97	769	79174
Rockdale	57.72	22023	41.19	15716	1.09	417	38156
Schley	25.57	448	73.40	1286	1.03	18	1752
Screven	45.39	2774	53.79	3287	0.82	50	6111
Seminole	39.13	1478	59.44	2245	1.43	54	3777
Spalding	39.37	9898	59.31	14911	1.31	330	25139
Stephens	22.35	2131	75.74	7221	1.91	182	9534
Stewart	63.73	1323	35.89	745	0.39	8	2076
Sumter	53.77	6375	45.36	5378	0.87	103	11856
Talbot	64.84	2265	34.41	1202	0.74	26	3493
Taliaferro	66.04	636	33.54	323	0.42	4	963
Tattnall	28.41	1897	70.48	4706	1.11	74	6677
Taylor	44.41	1572	55.03	1948	0.56	20	3540
Telfair	41.61	1805	57.17	2480	1.22	53	4338
Terrell	57.73	2544	41.62	1834	0.66	29	4407
Thomas	40.30	7653	58.74	11156	0.96	183	18992
Tift	33.42	4660	65.88	9185	0.70	97	13942
Toombs	29.35	2746	69.72	6524	0.93	87	9357
Towns	20.39	1273	78.09	4876	1.52	95	6244
Treutlen	39.04	1074	60.05	1652	0.91	25	2751
Troup	40.51	10547	58.30	15179	0.01	3	25729
Turner	42.33	1510	56.85	2028	0.81	29	3567
Twiggs	53.98	2270	45.35	1907	0.67	28	4205
Union	19.25	2139	78.97	8773	1.77	197	11109
Upson	35.10	3959	64.10	7230	0.80	90	11279
Walker	23.98	5274	73.86	16247	2.16	475	21996
Walton	21.63	8148	77.07	29036	1.31	493	37677
Ware	32.63	3900	66.44	7941	0.94	112	11953
Warren	60.51	1529	39.18	990	0.32	8	2527
Washington	53.46	4714	45.76	4035	0.77	68	8817
Wayne	25.23	2596	73.45	7557	1.31	135	10288
Webster	48.99	582	50.59	601	0.42	5	1188
Wheeler	35.66	772	63.09	1366	1.25	27	2165
White	15.88	1671	82.21	8651	1.91	201	10523
Whitfield	26.74	7210	71.58	19305	1.68	453	26968
Wilcox	33.84	1060	65.55	2053	0.61	19	3132
Wilkes	43.80	2087	55.30	2635	0.90	43	4765
Wilkinson	48.95	2181	50.40	2246	0.65	29	4456
Worth	29.48	2487	69.57	5869	0.95	80	8436
