Appling	34.32	2093	64.60	3940	1.08	66	6099
Atkinson	39.64	821	59.30	1228	1.06	22	2071
Bacon	31.92	956	67.11	2010	0.97	29	2995
Baker	58.79	893	40.49	615	0.72	11	1519
Baldwin	48.60	5893	49.82	6041	1.58	192	12126
Banks	26.91	1220	70.64	3202	2.45	111	4533
Barrow	30.22	3657	65.49	7925	4.30	520	12102
Bartow	32.96	7508	64.62	14720	2.43	553	22781
Ben_Hill	47.93	2234	51.08	2381	0.99	46	4661
Berrien	37.19	1640	61.63	2718	1.18	52	4410
Bibb	50.22	24996	48.36	24071	1.42	709	49776
Bleckley	33.96	1273	64.98	2436	1.07	40	3749
Brantley	30.05	1372	68.29	3118	1.66	76	4566
Brooks	46.06	2096	52.87	2406	1.08	49	4551
Bryan	30.77	2172	68.49	4835	0.74	52	7059
Bulloch	37.62	5561	60.82	8990	1.56	231	14782
Burke	52.14	3720	47.39	3381	0.48	34	7135
Butts	40.48	2281	56.75	3198	2.77	156	5635
Calhoun	58.66	1107	40.70	768	0.64	12	1887
Camden	35.93	3636	62.96	6371	1.11	112	10119
Candler	38.68	1053	60.36	1643	0.96	26	2722
Carroll	34.00	8752	63.42	16326	2.58	663	25741
Catoosa	30.87	5470	67.90	12033	1.23	218	17721
Charlton	36.04	1015	62.86	1770	1.10	31	2816
Chatham	49.15	37590	49.49	37847	1.36	1038	76475
Chattahoochee	49.71	600	48.88	590	1.41	17	1207
Chattooga	42.13	2729	56.20	3640	1.67	108	6477
Cherokee	23.49	12295	72.65	38033	3.86	2020	52348
Clarke	52.47	15167	41.00	11850	6.53	1887	28904
Clay	64.29	821	35.08	448	0.63	8	1277
Clayton	65.21	40042	32.52	19966	2.27	1394	61402
Clinch	42.30	816	56.56	1091	1.14	22	1929
Cobb	36.88	86676	59.78	140494	3.34	7857	235027
Coffee	38.10	3593	61.04	5756	0.86	81	9430
Colquitt	33.06	3297	66.08	6589	0.86	86	9972
Columbia	24.91	8969	74.04	26660	1.05	379	36008
Cook	41.56	1639	57.78	2279	0.66	26	3944
Coweta	29.00	9056	68.30	21327	2.70	843	31226
Crawford	42.42	1513	55.71	1987	1.88	67	3567
Crisp	40.44	2268	58.57	3285	1.00	56	5609
Dade	32.24	1628	66.01	3333	1.74	88	5049
Dawson	24.72	1458	71.38	4210	3.90	230	5898
Decatur	44.43	3398	54.75	4187	0.82	63	7648
DeKalb	70.24	154509	26.73	58807	3.03	6664	219980
Dodge	39.58	2326	59.08	3472	1.34	79	5877
Dooly	54.01	1901	45.11	1588	0.88	31	3520
Dougherty	57.29	16650	42.14	12248	0.57	166	29064
Douglas	36.05	11162	61.02	18893	2.94	909	30964
Early	45.24	1622	54.06	1938	0.70	25	3585
Echols	30.29	272	68.37	614	1.34	12	898
Effingham	30.35	3232	68.79	7326	0.86	92	10650
Elbert	43.17	2527	55.73	3262	1.09	64	5853
Emanuel	45.27	2835	53.38	3343	1.36	85	6263
Evans	39.51	1217	59.77	1841	0.71	22	3080
Fannin	32.61	2736	65.11	5463	2.28	191	8390
Fayette	28.06	11912	69.11	29338	2.82	1199	42449
Floyd	38.33	10282	60.37	16194	1.30	349	26825
Forsyth	18.72	6694	77.66	27769	3.61	1292	35755
Franklin	35.40	2040	63.50	3659	1.09	63	5762
Fulton	57.76	152039	39.84	104870	2.39	6303	263212
Gilmer	30.26	2230	67.04	4941	2.70	199	7370
Glascock	24.41	249	74.80	763	0.78	8	1020
Glynn	34.75	7778	64.09	14346	1.16	260	22384
Gordon	33.04	4032	65.09	7944	1.88	229	12205
Grady	40.60	2721	58.10	3894	1.30	87	6702
Greene	41.12	2137	57.34	2980	1.54	80	5197
Gwinnett	32.15	61434	63.71	121756	4.14	7921	191111
Habersham	26.11	2530	71.86	6964	2.03	197	9691
Hall	26.89	10259	70.36	26841	2.75	1050	38150
Hancock	78.22	2414	21.45	662	0.32	10	3086
Haralson	35.13	2869	63.10	5153	1.78	145	8167
Harris	34.01	2912	64.87	5554	1.12	96	8562
Hart	42.36	3192	56.29	4242	1.35	102	7536
Heard	36.84	1178	60.88	1947	2.28	73	3198
Henry	30.80	11971	66.42	25815	2.78	1081	38867
Houston	35.96	13301	62.65	23174	1.39	513	36988
Irwin	44.57	1405	54.57	1720	0.86	27	3152
Jackson	29.39	3420	67.71	7878	2.90	337	11635
Jasper	39.51	1558	58.28	2298	2.21	87	3943
Jeff_Davis	32.67	1379	66.26	2797	1.07	45	4221
Jefferson	53.41	2973	45.98	2559	0.61	34	5566
