Appling	249	33.51	250	33.65	244	32.84	0	0.00	0	0.00	-1	-0.13	743
Baker	149	69.63	36	16.82	29	13.55	0	0.00	0	0.00	113	52.80	214
Baldwin	417	59.57	201	28.71	74	10.57	8	1.14	0	0.00	216	30.86	700
Banks	211	36.38	221	38.10	147	25.34	1	0.17	0	0.00	-10	-1.72	580
Bartow	726	45.60	780	48.99	73	4.59	11	0.69	2	0.13	-54	-3.39	1592
Ben_Hill	407	41.87	412	42.39	49	5.04	104	10.70	0	0.00	-5	-0.51	972
Berrien	595	66.70	212	23.77	64	7.17	19	2.13	2	0.22	383	42.94	892
Bibb	1946	75.46	565	21.91	51	1.98	14	0.54	3	0.12	1381	53.55	2579
Brooks	472	49.89	362	38.27	103	10.89	4	0.42	5	0.53	110	11.63	946
Bulloch	756	69.36	116	10.64	218	20.00	0	0.00	0	0.00	538	49.36	1090
Burke	519	66.37	193	24.68	70	8.95	0	0.00	0	0.00	326	41.69	782
Butts	348	53.46	167	25.65	131	20.12	5	0.77	0	0.00	181	27.80	651
Calhoun	272	65.70	106	25.60	33	7.97	0	0.00	3	0.72	166	40.10	414
Camden	181	43.20	233	55.61	1	0.24	4	0.95	0	0.00	-52	-12.41	419
Campbell	210	45.06	140	30.04	116	24.89	0	0.00	0	0.00	70	15.02	466
Carroll	917	51.32	505	28.26	356	19.92	4	0.22	5	0.28	412	23.06	1787
Catoosa	317	59.03	213	39.66	4	0.74	3	0.56	0	0.00	104	19.37	537
Charlton	124	67.03	53	28.65	2	1.08	6	3.24	0	0.00	71	38.38	185
Chatham	3305	72.54	1209	26.54	17	0.37	18	0.40	7	0.15	2096	46.01	4556
Chattahoochee	111	45.12	118	47.97	17	6.91	0	0.00	0	0.00	-7	-2.85	246
Chattooga	437	36.39	716	59.62	28	2.33	9	0.75	11	0.92	-279	-23.23	1201
Cherokee	326	29.32	665	59.80	100	8.99	6	0.54	15	1.35	-339	-30.49	1112
Clarke	720	70.24	207	20.20	96	9.37	2	0.20	0	0.00	513	50.05	1025
Clay	242	54.14	161	36.02	42	9.40	2	0.45	0	0.00	81	18.12	447
Clayton	248	42.61	223	38.32	99	17.01	11	1.89	1	0.17	25	4.30	582
Clinch	202	54.45	157	42.32	11	2.96	1	0.27	0	0.00	45	12.13	371
Cobb	889	54.54	548	33.62	174	10.67	18	1.10	1	0.06	341	20.92	1630
Coffee	534	54.60	382	39.06	54	5.52	2	0.20	6	0.61	152	15.54	978
Colquitt	390	46.10	125	14.78	327	38.65	0	0.00	4	0.47	63	7.45	846
Columbia	144	42.11	12	3.51	185	54.09	1	0.29	0	0.00	-41	-11.99	342
Coweta	1032	81.13	220	17.30	19	1.49	1	0.08	0	0.00	812	63.84	1272
