Appling	1973	73.35	717	26.65	1256	46.69	2690
Atkinson	1298	84.45	239	15.55	1059	68.90	1537
Bacon	1168	66.86	579	33.14	589	33.71	1747
Baker	720	91.60	66	8.40	654	83.21	786
Baldwin	2262	64.15	1264	35.85	998	28.30	3526
Banks	1170	84.11	221	15.89	949	68.22	1391
Barrow	2759	82.70	577	17.30	2182	65.41	3336
Bartow	3545	73.29	1292	26.71	2253	46.58	4837
Ben_Hill	1881	77.12	558	22.88	1323	54.24	2439
Berrien	2787	88.34	368	11.66	2419	76.67	3155
Bibb	14387	57.76	10523	42.24	3864	15.51	24910
Bleckley	1751	73.45	633	26.55	1118	46.90	2384
Brantley	1333	79.49	344	20.51	989	58.97	1677
Brooks	1500	66.23	765	33.77	735	32.45	2265
Bryan	1323	75.56	428	24.44	895	51.11	1751
Bulloch	3373	69.13	1506	30.87	1867	38.27	4879
Burke	1162	53.08	1027	46.92	135	6.17	2189
Butts	1673	81.41	382	18.59	1291	62.82	2055
Calhoun	803	85.97	131	14.03	672	71.95	934
Camden	1321	58.17	950	41.83	371	16.34	2271
Candler	943	68.53	433	31.47	510	37.06	1376
Carroll	4698	73.10	1729	26.90	2969	46.20	6427
Catoosa	2114	50.48	2074	49.52	40	0.96	4188
Charlton	733	71.72	289	28.28	444	43.44	1022
Chatham	16240	47.52	17935	52.48	-1695	-4.96	34175
Chattahoochee	190	74.22	66	25.78	124	48.44	256
Chattooga	3686	69.78	1596	30.22	2090	39.57	5282
Cherokee	3077	56.79	2341	43.21	736	13.58	5418
Clarke	4812	68.14	2250	31.86	2562	36.28	7062
Clay	528	86.27	84	13.73	444	72.55	612
Clayton	5892	66.61	2953	33.39	2939	33.23	8845
Clinch	898	69.34	397	30.66	501	38.69	1295
Cobb	12906	61.03	8240	38.97	4666	22.07	21146
Coffee	3376	77.38	987	22.62	2389	54.76	4363
Colquitt	4397	72.30	1685	27.70	2712	44.59	6082
Columbia	1190	50.75	1155	49.25	35	1.49	2345
Cook	1935	82.90	399	17.10	1536	65.81	2334
Coweta	3855	76.88	1159	23.12	2696	53.77	5014
Crawford	797	79.70	203	20.30	594	59.40	1000
Crisp	2365	71.06	963	28.94	1402	42.13	3328
Dade	943	50.92	909	49.08	34	1.84	1852
Dawson	916	69.55	401	30.45	515	39.10	1317
Decatur	2780	75.18	918	24.82	1862	50.35	3698
DeKalb	24116	50.07	24046	49.93	70	0.15	48162
Dodge	3630	76.20	1134	23.80	2496	52.39	4764
Dooly	1733	88.74	220	11.26	1513	77.47	1953
Dougherty	4522	51.12	4323	48.88	199	2.25	8845
Douglas	2576	69.40	1136	30.60	1440	38.79	3712
Early	1904	88.23	254	11.77	1650	76.46	2158
Echols	257	70.41	108	29.59	149	40.82	365
Effingham	880	49.86	885	50.14	-5	-0.28	1765
Elbert	3672	85.77	609	14.23	3063	71.55	4281
Emanuel	2513	69.17	1120	30.83	1393	38.34	3633
Evans	1069	65.34	567	34.66	502	30.68	1636
Fannin	1579	34.32	3022	65.68	-1443	-31.36	4601
Fayette	1198	76.94	359	23.06	839	53.89	1557
Floyd	7350	54.61	6108	45.39	1242	9.23	13458
Forsyth	2309	73.30	841	26.70	1468	46.60	3150
Franklin	3209	91.24	308	8.76	2901	82.49	3517
Fulton	55803	50.85	53940	49.15	1863	1.70	109743
Gilmer	1472	44.31	1850	55.69	-378	-11.38	3322
