County GOP_PCT GOP_NUM DEM_PCT DEM_NUM LIB_PCT LIB_NUM REF_PCT REF_NUM Margin_PCT Margin_NUM 
Yadkin	76.27	10435	22.85	3127	0.39	53	0.49	67	53.42	7308
Mitchell	75.52	4984	23.26	1535	0.39	26	0.83	55	52.26	3449
Avery	74.04	4956	25.19	1686	0.36	24	0.42	28	48.85	3270
Davie	72.75	10184	26.08	3651	0.48	67	0.69	96	46.67	6533
Randolph	72.51	30959	26.62	11366	0.35	149	0.52	222	45.89	19593
Stokes	70.00	12028	29.27	5030	0.33	56	0.40	68	40.73	6998
Wilkes	69.18	16826	29.71	7226	0.32	79	0.49	120	39.47	9600
Graham	68.55	2304	29.93	1006	0.62	21	0.77	26	38.62	1298
Alexander	68.50	9242	30.88	4166	0.27	36	0.32	43	37.62	5076
Stanly	68.14	15548	30.97	7066	0.30	69	0.59	135	37.17	8482
Davidson	67.99	35387	31.12	16199	0.33	173	0.55	288	36.87	19188
Union	67.41	31876	31.49	14890	0.52	247	0.31	146	35.92	16986
Catawba	67.36	34244	31.95	16246	0.41	209	0.28	141	35.41	17998
Gaston	66.67	39453	32.58	19281	0.43	253	0.32	192	34.09	20172
Henderson	66.54	25688	32.54	12562	0.47	183	0.45	174	34.00	13126
Caldwell	66.39	17337	32.89	8588	0.36	95	0.36	95	33.50	8749
Cabarrus	66.05	32704	32.89	16284	0.49	242	0.30	151	33.16	16420
Johnston	66.12	27212	33.30	13704	0.38	157	0.20	82	32.82	13508
Surry	65.93	15401	33.21	7757	0.36	85	0.49	115	32.72	7644
Carteret	65.39	17381	33.25	8839	0.40	106	0.50	132	32.14	8542
Rowan	65.53	28922	33.74	14891	0.33	146	0.39	174	31.79	14031
Cherokee	65.17	6305	33.48	3239	0.54	52	0.81	78	31.69	3066
Iredell	65.49	29853	33.86	15434	1.02	463	0.96	436	31.63	14419
McDowell	65.01	9109	33.88	4747	0.28	39	0.41	57	31.13	4362
Onslow	65.06	19657	33.99	10269	0.55	167	0.40	122	31.07	9388
Lincoln	65.03	15951	34.29	8412	0.37	90	0.31	76	30.74	7539
Macon	63.52	8406	35.39	4683	0.55	73	0.54	72	28.13	3723
Rutherford	63.34	13755	35.44	7697	0.43	93	0.79	171	27.90	6058
Transylvania	63.35	9011	35.46	5044	0.64	91	0.56	79	27.89	3967
Moore	63.52	19882	35.88	11232	0.34	106	0.26	81	27.64	8650
Clay	62.72	2416	35.33	1361	0.78	30	0.65	25	27.39	1055
Alamance	62.23	29305	37.08	17459	0.33	157	0.36	170	25.15	11846
Polk	61.11	5074	37.50	3114	0.75	62	0.64	53	23.61	1960
Harnett	61.08	14762	37.88	9155	0.30	72	0.31	74	23.20	5607
Wayne	61.26	20758	38.38	13005	0.19	65	0.17	56	22.88	7753
Craven	60.95	19494	38.18	12213	0.35	113	0.52	165	22.77	7281
Beaufort	60.83	10531	38.32	6634	0.36	63	0.23	40	22.51	3897
Currituck	60.77	4095	38.51	2595	0.46	31	0.27	18	22.26	1500
Ashe	60.35	6226	38.88	4011	0.41	42	0.36	37	21.47	2215
Burke	60.23	18466	38.89	11924	0.41	125	0.47	143	21.34	6542
Alleghany	58.68	2531	39.76	1715	0.37	16	1.18	51	18.92	816
Nash	58.97	17995	40.56	12376	0.00	0	0.00	0	18.41	5619
Rockingham	58.35	18979	40.76	13260	0.23	75	0.39	127	17.59	5719
Cleveland	58.22	19064	41.09	13455	0.33	109	0.32	104	17.13	5609
Lee	57.77	9406	41.67	6785	0.31	51	0.25	41	16.10	2621
Camden	57.51	1628	41.93	1187	0.32	9	0.25	7	15.58	441
Pamlico	57.21	2999	41.74	2188	0.69	36	0.36	19	15.47	811
Greene	57.12	3353	42.21	2478	0.14	8	0.51	30	14.91	875
Yancey	56.71	4970	42.38	3714	0.11	10	0.67	59	14.33	1256
Person	56.81	6722	42.61	5042	0.36	43	0.22	26	14.20	1680
Madison	56.17	4676	42.10	3505	0.48	40	0.66	55	14.07	1171
Watauga	55.75	10438	42.51	7959	0.81	151	0.30	57	13.24	2479
Dare	56.15	7301	42.99	5589	0.61	79	0.25	33	13.16	1712
Forsyth	55.98	67700	43.37	52457	0.37	442	0.28	343	12.61	15243
New_Hanover	55.04	36503	44.17	29292	0.57	377	0.22	147	10.87	7211
Montgomery	55.11	4946	44.34	3979	0.21	19	0.22	20	10.77	967
Haywood	50.79	12118	41.05	9793	0.45	107	0.44	104	9.74	2325
