County DEM_PCT DEM_NUM GOP_PCT GOP_NUM Margin_PCT Margin_NUM 
Greene	93.67	3285	6.33	222	87.34	3063
Martin	92.73	5730	7.27	449	85.47	5281
Bertie	87.79	3373	12.21	469	75.59	2904
Franklin	87.00	5298	13.00	792	73.99	4506
Northampton	85.03	4242	14.97	747	70.05	3495
Pitt	82.52	11873	17.48	2515	65.04	9358
Jones	82.47	1952	17.53	415	64.93	1537
Edgecombe	80.97	7830	19.03	1840	61.94	5990
Warren	79.19	2733	20.81	718	58.39	2015
Hoke	79.12	1944	20.88	513	58.24	1431
Robeson	79.06	10516	20.94	2785	58.12	7731
Nash	78.91	9969	21.09	2665	57.81	7304
Hertford	78.79	2708	21.21	729	57.58	1979
Gates	78.49	1244	21.51	341	56.97	903
Columbus	77.24	7805	22.76	2300	54.48	5505
Halifax	77.01	7860	22.99	2346	54.03	5514
Duplin	76.66	6931	23.34	2110	53.32	4821
Wilson	74.64	8328	25.36	2830	49.27	5498
Currituck	74.49	1425	25.51	488	48.98	937
Onslow	74.26	4692	25.74	1626	48.53	3066
Granville	73.28	4013	26.72	1463	46.57	2550
Chowan	72.76	1485	27.24	556	45.52	929
Lenoir	72.76	6847	27.24	2564	45.51	4283
Bladen	72.56	4078	27.44	1542	45.12	2536
Scotland	72.21	3042	27.79	1171	44.41	1871
Vance	71.57	4922	28.43	1955	43.14	2967
Beaufort	71.56	5730	28.44	2277	43.12	3453
Camden	70.33	813	29.67	343	40.66	470
Richmond	69.40	6592	30.60	2907	38.79	3685
Anson	68.69	3598	31.31	1640	37.38	1958
Pender	68.52	2196	31.48	1009	37.04	1187
Lee	68.12	4163	31.88	1948	36.25	2215
Craven	68.12	6317	31.88	2956	36.25	3361
Hyde	67.68	1028	32.32	491	35.35	537
Caswell	67.21	2468	32.79	1204	34.42	1264
Johnston	66.82	9852	33.18	4893	33.63	4959
Person	66.36	3433	33.64	1740	32.73	1693
Union	65.50	6383	34.50	3362	31.00	3021
Washington	65.34	1947	34.66	1033	30.67	914
Harnett	64.99	7421	35.01	3998	29.98	3423
Pasquotank	61.86	2963	38.14	1827	23.72	1136
Wayne	61.55	6756	38.45	4220	23.10	2536
Wake	59.61	22427	40.39	15194	19.23	7233
Tyrrell	59.42	615	40.58	420	18.84	195
Pamlico	59.06	1376	40.94	954	18.11	422
Perquimans	59.04	1022	40.96	709	18.08	313
Cumberland	56.95	8862	43.05	6699	13.90	2163
Cleveland	54.30	8408	45.70	7076	8.60	1332
Chatham	52.68	4151	47.32	3729	5.36	422
Haywood	52.21	7598	47.79	6955	4.42	643
New_Hanover	51.97	10247	48.03	9470	3.94	777
Jackson	51.95	3787	48.05	3503	3.90	284
Orange	51.90	4743	48.10	4396	3.80	347
Sampson	51.84	7197	48.16	6685	3.69	512
Yancey	51.35	2964	48.65	2808	2.70	156
Durham	51.13	13835	48.87	13226	2.25	609
Carteret	50.46	3875	49.54	3804	0.92	71
Brunswick	49.98	3297	50.02	3299	-0.03	-2
Rockingham	49.73	8896	50.27	8991	-0.53	-95
Alleghany	49.57	1670	50.43	1699	-0.86	-29
Montgomery	47.90	3088	52.10	3359	-4.20	-271
Alamance	47.64	11029	52.36	12123	-4.73	-1094
Stokes	47.63	3948	52.37	4341	-4.74	-393
Moore	47.45	4729	52.55	5238	-5.11	-509
Polk	47.23	2527	52.77	2823	-5.53	-296
Clay	47.16	1287	52.84	1442	-5.68	-155
Macon	47.02	3025	52.98	3408	-5.95	-383
Swain	46.96	1794	53.04	2026	-6.07	-232
Transylvania	46.82	3435	53.18	3901	-6.35	-466
Lincoln	46.80	5838	53.20	6637	-6.40	-799
Rutherford	46.78	7208	53.22	8200	-6.44	-992
Ashe	46.46	3982	53.54	4588	-7.07	-606
Madison	46.42	3693	53.58	4263	-7.16	-570
Gaston	46.32	15671	53.68	18159	-7.35	-2488
Graham	45.75	1486	54.25	1762	-8.50	-276
Buncombe	45.67	19044	54.33	22655	-8.66	-3611
Dare	44.94	839	55.06	1028	-10.12	-189
McDowell	44.54	4392	55.46	5468	-10.91	-1076
Surry	43.82	7020	56.18	9001	-12.37	-1981
Cherokee	42.60	2843	57.40	3830	-14.79	-987
Alexander	41.84	2710	58.16	3767	-16.32	-1057
Watauga	41.01	3223	58.99	4636	-17.98	-1413
Burke	40.35	7999	59.65	11823	-19.29	-3824
Guilford	40.13	21948	59.87	32751	-19.75	-10803
Iredell	39.57	7286	60.43	11125	-20.85	-3839
Randolph	38.95	8404	61.05	13174	-22.11	-4770
Caldwell	38.78	6861	61.22	10833	-22.45	-3972
Stanly	38.55	6693	61.45	10667	-22.89	-3974
Davidson	38.17	9987	61.83	16178	-23.66	-6191
Mecklenburg	37.98	27227	62.02	44469	-24.05	-17242
Catawba	37.25	11424	62.75	19246	-25.50	-7822
Rowan	35.72	9761	64.28	17562	-28.55	-7801
Forsyth	35.01	15819	64.99	29368	-29.98	-13549
Wilkes	33.71	5870	66.29	11544	-32.58	-5674
Cabarrus	33.15	7173	66.85	14462	-33.69	-7289
Davie	31.45	2110	68.55	4599	-37.10	-2489
Henderson	30.22	4003	69.78	9243	-39.56	-5240
Yadkin	30.15	2361	69.85	5469	-39.69	-3108
Mitchell	20.03	1069	79.97	4269	-59.95	-3200
Avery	19.47	969	80.53	4009	-61.07	-3040
