County GOP_PCT GOP_NUM DEM_PCT DEM_NUM Margin_PCT Margin_NUM 
Avery	89.35	3273	10.65	390	78.71	2883
Yadkin	83.60	3878	16.40	761	67.19	3117
Madison	81.38	4776	18.62	1093	62.75	3683
Mitchell	80.60	3436	19.40	827	61.20	2609
Wilkes	73.59	7808	26.41	2802	47.18	5006
Davie	73.17	2959	26.83	1085	46.34	1874
Sampson	70.94	5579	29.06	2285	41.89	3294
Forsyth	66.63	13258	33.37	6639	33.27	6619
Durham	66.06	8723	33.94	4482	32.12	4241
Surry	65.79	7015	34.21	3647	31.59	3368
Stokes	65.61	3759	34.39	1970	31.23	1789
Brunswick	65.48	1931	34.52	1018	30.96	913
Caldwell	64.74	4207	35.26	2291	29.49	1916
Burke	63.94	5108	36.06	2881	27.88	2227
Randolph	63.90	7414	36.10	4188	27.81	3226
Davidson	63.19	8960	36.81	5220	26.38	3740
Cherokee	62.89	3239	37.11	1911	25.79	1328
Guilford	62.62	16541	37.38	9872	25.25	6669
Rowan	62.46	7957	37.54	4783	24.91	3174
Henderson	62.33	5210	37.67	3149	24.66	2061
Rockingham	62.08	5585	37.92	3411	24.17	2174
Alamance	61.52	6810	38.48	4260	23.04	2550
New_Hanover	60.62	4248	39.38	2760	21.23	1488
Catawba	60.58	7556	39.42	4916	21.17	2640
Stanly	60.51	4597	39.49	3000	21.02	1597
Carteret	60.51	3133	39.49	2045	21.01	1088
Johnston	60.42	7696	39.58	5041	20.84	2655
Alexander	60.20	2605	39.80	1722	20.41	883
Gaston	59.14	9702	40.86	6702	18.29	3000
Swain	59.04	2484	40.96	1723	18.09	761
Orange	58.77	2564	41.23	1799	17.53	765
Rutherford	58.16	5762	41.84	4146	16.31	1616
Iredell	58.12	6712	41.88	4836	16.25	1876
Jones	57.52	658	42.48	486	15.03	172
Lincoln	57.43	3930	42.57	2913	14.86	1017
Cabarrus	57.35	6548	42.65	4869	14.71	1679
Buncombe	57.22	16590	42.78	12405	14.43	4185
Harnett	57.15	4740	42.85	3554	14.30	1186
Macon	56.99	2903	43.01	2191	13.98	712
Washington	56.85	1183	43.15	898	13.70	285
Montgomery	56.82	2653	43.18	2016	13.64	637
Graham	56.68	1260	43.32	963	13.36	297
Pender	56.57	1300	43.43	998	13.14	302
Transylvania	55.70	2165	44.30	1722	11.40	443
Ashe	55.64	4337	44.36	3458	11.28	879
Pamlico	55.59	1099	44.41	878	11.18	221
Moore	55.49	3290	44.51	2639	10.98	651
Mecklenburg	55.41	12041	44.59	9690	10.82	2351
Chatham	55.32	3318	44.68	2680	10.64	638
Columbus	55.32	3533	44.68	2854	10.63	679
Bladen	55.18	1911	44.82	1552	10.37	359
Clay	55.05	1106	44.95	903	10.10	203
Watauga	54.94	3159	45.06	2591	9.88	568
Onslow	53.89	1253	46.11	1072	7.78	181
Wayne	53.85	4340	46.15	3720	7.69	620
Polk	53.68	1873	46.32	1616	7.37	257
Hyde	53.62	682	46.38	590	7.23	92
Jackson	52.55	3512	47.45	3171	5.10	341
Duplin	52.37	2911	47.63	2647	4.75	264
Yancey	52.27	2712	47.73	2476	4.55	236
Cumberland	51.73	3534	48.27	3297	3.47	237
Haywood	51.73	4472	48.27	4173	3.46	299
Tyrrell	51.53	505	48.47	475	3.06	30
McDowell	49.95	3423	50.05	3430	-0.10	-7
Perquimans	49.63	600	50.37	609	-0.74	-9
Gates	49.38	558	50.62	572	-1.24	-14
Cleveland	49.24	4766	50.76	4914	-1.53	-148
Alleghany	49.17	1368	50.83	1414	-1.65	-46
Dare	47.97	814	52.03	883	-4.07	-69
Person	47.63	1123	52.37	1235	-4.75	-112
Craven	47.28	2237	52.72	2494	-5.43	-257
Union	46.29	2448	53.71	2840	-7.41	-392
Lee	45.23	1416	54.77	1715	-9.55	-299
Caswell	44.45	749	55.55	936	-11.10	-187
Wake	41.84	6720	58.16	9341	-16.32	-2621
Beaufort	41.64	2521	58.36	3533	-16.72	-1012
Richmond	40.74	2045	59.26	2975	-18.53	-930
Vance	37.70	1449	62.30	2395	-24.61	-946
Robeson	36.91	2767	63.09	4730	-26.18	-1963
Lenoir	35.68	1311	64.32	2363	-28.63	-1052
Wilson	35.35	1933	64.65	3535	-29.30	-1602
Nash	32.72	2066	67.28	4249	-34.57	-2183
Greene	31.46	542	68.54	1181	-37.09	-639
Pasquotank	29.52	814	70.48	1943	-40.95	-1129
Camden	28.19	245	71.81	624	-43.61	-379
Hertford	27.62	393	72.38	1030	-44.76	-637
Chowan	27.33	352	72.67	936	-45.34	-584
Scotland	25.03	588	74.97	1761	-49.94	-1173
Pitt	23.09	1395	76.91	4646	-53.82	-3251
Granville	22.46	858	77.54	2962	-55.08	-2104
Hoke	21.23	311	78.77	1154	-57.54	-843
Northampton	20.93	456	79.07	1723	-58.15	-1267
Franklin	20.48	729	79.52	2831	-59.04	-2102
Anson	19.77	726	80.23	2947	-60.47	-2221
Edgecombe	18.93	977	81.07	4184	-62.14	-3207
Bertie	15.75	374	84.25	2000	-68.49	-1626
Warren	15.69	379	84.31	2037	-68.63	-1658
Halifax	15.42	890	84.58	4882	-69.16	-3992
Martin	12.73	411	87.27	2818	-74.54	-2407
Currituck	11.70	166	88.30	1253	-76.60	-1087
