Montana	3	32333	46.98	3	29326	42.61	-	5855	8.51	-	827	1.20	-	481	0.70	-	-	-	-	-	-	-	3007	4.37	68822	MT
Nebraska	8	126997	47.60	-	131099	49.14	8	3524	1.32	-	5179	1.94	-	-	-	-	-	-	-	-	-	-	-4102	-1.54	266799	NE
Nevada	3	10775	43.93	-	11212	45.71	3	2103	8.57	-	-	-	-	436	1.78	-	-	-	-	-	-	-	-437	-1.78	24526	NV
New_Hampshire	4	53149	59.32	4	33655	37.56	-	1299	1.45	-	905	1.01	-	584	0.65	-	-	-	-	-	-	-	19494	21.76	89600	NH
New_Jersey	12	265298	56.80	12	182522	39.07	-	10249	2.19	-	4930	1.06	-	2916	0.62	-	-	-	-	1196	0.26	-	82776	17.72	467111	NJ
New_York	39	870070	53.11	39	667468	40.74	-	38451	2.35	-	22667	1.38	-	35817	2.19	-	-	-	-	3877	0.24	-	202602	12.37	1638350	NY
North_Carolina	12	114887	45.49	-	136928	54.22	12	372	0.15	-	354	0.14	-	-	-	-	-	-	-	-	-	-	-22041	-8.73	252554	NC
North_Dakota	4	57680	61.02	4	32885	34.79	-	2421	2.56	-	1496	1.58	-	43	0.05	-	-	-	-	-	-	-	24795	26.23	94525	ND
Ohio	23	572312	51.03	23	502721	44.82	-	33795	3.01	-	11402	1.02	-	439	0.04	-	162	0.01	-	721	0.06	-	69591	6.20	1121552	OH
Oklahoma	7	110550	43.03	-	123907	48.22	7	21752	8.47	-	-	-	-	274	0.11	-	412	0.17	-	-	-	-	-11889	-4.66	256917	OK
Oregon	4	62530	56.39	4	38049	34.31	-	7339	6.62	-	2682	2.42	-	289	0.26	-	-	-	-	274	0.11	-	24481	22.08	110889	OR
Pennsylvania	34	745779	58.84	34	448782	35.41	-	33914	2.68	-	36694	2.90	-	1057	0.08	-	-	-	-	1224	0.10	-	296997	23.43	1267450	PA
Rhode_Island	4	43942	60.76	4	24706	34.16	-	1365	1.89	-	1016	1.40	-	1105	1.53	-	-	-	-	183	0.25	-	19236	26.60	72317	RI
South_Carolina	9	3945	5.94	-	62288	93.84	9	100	0.15	-	-	-	-	46	0.07	-	-	-	-	-	-	-	-58343	-87.89	66379	SC
South_Dakota	4	67536	58.84	4	40266	35.08	-	2846	2.48	-	4039	3.52	-	88	0.08	-	-	-	-	-	-	-	27270	23.76	114775	SD
Tennessee	12	117977	45.87	-	135608	52.73	12	1870	0.73	-	301	0.12	-	332	0.13	-	1092	0.42	-	-	-	-	-17631	-6.86	257180	TN
Texas	18	65666	22.35	-	217302	73.97	18	7870	2.68	-	1634	0.56	-	115	0.04	-	994	0.34	-	176	0.06	-	-151636	-51.62	293757	TX
Utah	3	61028	56.19	3	42601	39.22	-	4895	4.51	-	-	-	-	87	0.08	-	-	-	-	-	-	-	18427	16.97	108613	UT
Vermont	4	39552	75.08	4	11496	21.82	-	-	-	-	799	1.52	-	804	1.53	-	-	-	-	-	-	-	28056	53.26	52680	VT
Virginia	12	52572	38.36	-	82946	60.52	12	255	0.19	-	1111	0.81	-	51	0.04	-	105	0.08	-	25	0.02	-	-30374	-22.16	137065	VA
Washington	5	106062	57.68	5	58691	31.92	-	14177	7.71	-	4700	2.56	-	249	0.14	-	-	-	-	-	-	-	47371	25.76	183879	WA
West_Virginia	7	137869	53.42	7	111418	43.17	-	3679	1.43	-	5139	1.99	-	-	-	-	-	-	-	-	-	-	26451	10.25	258105	WV
Wisconsin	13	247747	54.52	13	166662	36.67	-	28147	6.19	-	11565	2.54	-	-	-	-	-	-	-	318	0.07	-	81085	17.84	454441	WI
Wyoming	3	20846	55.43	3	14918	39.67	-	1715	4.56	-	66	0.18	-	64	0.17	-	-	-	-	-	-	-	5928	15.76	37609	WY
TOTALS:	483	7678335	51.57	321	6408979	43.04	162	420852	2.83	-	254087	1.71	-	82574	0.55	-	28862	0.19	-	14031	0.09	-	1269356	8.53	14889239	US
