Maryland	8	113866	53.39	8	92736	43.48	-	796	0.37	-	5877	2.76	-	-	-	-	21130	9.91	213275	MD
Massachusetts	15	176813	45.22	-	202814	51.87	15	3210	0.82	-	7539	1.93	-	649	0.17	-	-26001	-6.65	391028	MA
Michigan	2	201624	43.26	-	222708	47.79	2	19931	4.28	-	20857	4.48	-	-	-	-	-21084	-4.52	466045	MI
MI-1	1	19990	51.33	1	18323	47.05	-	291	0.75	-	340	0.87	-	-	-	-	1667	4.28	38944	MI-1
MI-2	1	22427	47.67	1	20947	44.89	-	1072	2.30	-	2401	5.15	-	-	-	-	1480	3.17	46667	MI-2
MI-3	1	15750	37.01	-	21233	49.98	1	2938	6.92	-	2562	6.03	-	-	-	-	-5477	-12.89	42483	MI-3
MI-4	1	20084	46.16	-	21402	49.19	1	-	-	-	2024	4.65	-	-	-	-	-1381	-3.17	43510	MI-4
MI-5	1	20187	47.72	1	18173	42.96	-	1980	4.68	-	1967	4.65	-	-	-	-	2014	4.76	42307	MI-5
MI-6	1	19500	43.16	-	21324	47.19	1	2070	4.58	-	2286	5.06	-	-	-	-	-1734	-3.84	45180	MI-6
MI-7	1	15984	46.57	1	15723	45.80	-	1842	5.37	-	777	2.26	-	-	-	-	201	0.59	34326	MI-7
MI-8	1	15298	44.55	-	16672	48.55	1	1149	3.35	-	1218	3.35	-	-	-	-	-1374	-4.00	34337	MI-8
MI-9	1	12853	43.36	-	14036	47.35	1	1062	3.58	-	1693	5.71	-	-	-	-	-1183	-3.99	29664	MI-9
MI-10	1	14972	47.91	1	14370	45.98	-	1167	3.73	-	741	2.37	-	-	-	-	602	1.93	31250	MI-10
MI-11	1	12743	35.16	-	18379	50.75	1	3143	8.68	-	1961	5.41	-	-	-	-	-5645	-15.59	36217	MI-11
MI-12	1	16888	42.68	-	18811	50.06	1	1023	2.59	-	1851	4.68	-	-	-	-	-2923	-7.39	39573	MI-12
Minnesota	9	100920	37.76	-	122823	45.96	9	29313	10.97	-	14182	5.31	-	-	-	-	-21903	-8.20	267238	MN
Mississippi	9	40030	76.22	9	1398	2.66	-	10118	19.27	-	973	1.85	-	-	-	-	29912	56.95	52519	MS
Missouri	17	268400	49.56	17	227646	42.03	-	41204	7.61	-	4333	0.80	-	-	-	-	40754	7.52	541583	MO
Montana	3	17690	39.79	-	18871	42.44	3	7338	16.50	-	562	1.26	-	-	-	-	-1181	-2.66	44461	MT
Nebraska	8	24943	12.46	-	87213	43.56	8	83134	41.53	-	4902	2.45	-	-	-	-	-4079	-2.04	200192	NE
Nevada	3	714	6.56	-	2811	25.84	-	7264	66.78	3	89	0.82	-	-	-	-	-4453	-40.94	10878	NV
New_Hampshire	4	42081	47.11	-	45658	51.11	4	293	0.33	-	1297	1.45	-	-	-	-	-3577	-4.00	89329	NH
New_Jersey	10	171066	50.67	10	156101	46.24	-	985	0.29	-	8134	2.41	-	1337	0.40	-	14965	4.43	337623	NJ
New_York	36	654868	48.99	36	609350	45.58	-	16429	1.23	-	38190	2.86	-	17956	1.34	-	45518	3.41	1336793	NY
North_Carolina	11	132951	47.44	11	100346	35.80	-	44336	15.82	-	2637	0.94	-	-	-	-	32605	11.63	280270	NC
North_Dakota	3	0	0.00	1	17519	48.50	1	17700	49.01	1	899	2.49	-	-	-	-	-181	-0.50	36118	ND
Ohio	23	404115	47.53	1	405187	47.66	22	14850	1.75	-	26012	3.06	-	-	-	-	-1072	-0.13	850164	OH
Oregon	4	14243	18.15	-	35002	44.59	3	26965	34.35	1	2281	2.91	-	-	-	-	-8037	-10.24	78491	OR
Pennsylvania	32	452264	45.09	-	516011	51.45	32	8714	0.87	-	25123	2.50	-	898	0.09	-	-63747	-6.36	1003010	PA
Rhode_Island	4	24336	45.75	-	26975	50.71	4	228	0.43	-	1654	3.11	-	-	-	-	-2639	-4.96	53196	RI
South_Carolina	9	54680	77.56	9	13345	18.93	-	2407	3.41	-	-	-	-	-	-	-	41335	58.63	70504	SC
South_Dakota	4	9081	12.88	-	34888	49.48	4	26544	37.64	-	-	-	-	-	-	-	-8344	-11.83	70513	SD
Tennessee	12	136468	51.36	12	100537	37.83	-	23918	9.00	-	4809	1.81	-	-	-	-	35931	13.52	265732	TN
Texas	15	239148	56.65	15	81144	19.22	-	99688	23.61	-	2165	0.51	-	-	-	-	139460	33.04	422145	TX
Vermont	4	16325	29.26	-	37992	68.09	4	44	0.08	-	1424	2.55	-	-	-	-	-21667	-38.83	55796	VT
Virginia	12	164136	56.17	12	113098	38.70	-	12275	4.20	-	2729	0.93	-	-	-	-	51038	17.46	292238	VA
Washington	4	29802	33.88	-	36460	41.45	4	19165	21.79	-	2542	2.89	-	-	-	-	-6658	-7.57	87969	WA
West_Virginia	6	84467	49.37	6	80292	46.93	-	4167	2.44	-	2153	1.26	-	-	-	-	4175	2.44	171079	WV
Wisconsin	12	177325	47.72	12	171101	46.05	-	10019	2.70	-	13136	3.54	-	-	-	-	6224	1.68	371581	WI
Wyoming	3	-	-	-	8454	50.52	3	7722	46.14	-	530	3.17	-	-	-	-	-732	-4.37	16735	WY
TOTALS:	444	5553898	46.02	277	5190799	43.01	145	1026595	8.51	22	270889	2.24	-	21173	0.18	-	363099	3.01	12068027	US
