County GOP_NUM GOP_PCT DEM_NUM DEM_PCT LIB_NUM LIB_PCT OTH_NUM OTH_PCT Margin_NUM Margin_PCT Total_NUM 
Dewitt	3628	58.00	2579	41.23	43	0.69	5	0.08	1049	16.77	6255
Dickens	435	38.12	696	61.00	7	0.61	3	0.26	-261	-22.87	1141
Dimmit	900	24.65	2735	74.91	12	0.33	4	0.11	-1835	-50.26	3651
Donley	1043	60.89	661	38.59	9	0.53	0	0.00	382	22.30	1713
Duval	907	17.79	4177	81.95	11	0.22	2	0.04	-3270	-64.16	5097
Eastland	3929	54.83	3215	44.86	19	0.27	3	0.04	714	9.96	7166
Ector	23155	67.80	10825	31.70	152	0.45	20	0.06	12330	36.10	34152
Edwards	556	59.78	368	39.57	4	0.43	2	0.22	188	20.22	930
Ellis	16422	59.18	11169	40.25	104	0.37	54	0.19	5253	18.93	27749
El_Paso	55573	46.79	62622	52.72	434	0.37	152	0.13	-7049	-5.93	118781
Erath	5427	56.71	4113	42.98	0	0.00	30	0.31	1314	13.73	9570
Falls	2344	44.76	2877	54.94	11	0.21	5	0.10	-533	-10.18	5237
Fannin	4024	43.67	5163	56.03	23	0.25	4	0.04	-1139	-12.36	9214
Fayette	4551	57.09	3390	42.53	29	0.36	1	0.01	1161	14.57	7971
Fisher	721	32.19	1516	67.68	3	0.13	0	0.00	-795	-35.49	2240
Floyd	1741	55.48	1391	44.33	3	0.10	3	0.10	350	11.15	3138
Foard	306	37.32	513	62.56	1	0.12	0	0.00	-207	-25.24	820
Fort_Bend	39818	62.43	23351	36.61	458	0.72	157	0.25	16467	25.82	63784
Franklin	1439	49.69	1453	50.17	3	0.10	1	0.03	-14	-0.48	2896
Freestone	3159	51.85	2916	47.87	16	0.26	1	0.02	243	3.99	6092
Frio	1505	33.16	3016	66.46	16	0.35	1	0.02	-1511	-33.30	4538
Gaines	2265	62.81	1310	36.33	28	0.78	3	0.08	955	26.48	3606
Galveston	34913	47.15	38633	52.18	431	0.58	65	0.09	-3720	-5.02	74042
Garza	1183	54.02	989	45.16	17	0.78	1	0.05	194	8.86	2190
Gillespie	5662	77.42	1588	21.71	61	0.83	2	0.03	4074	55.71	7313
Glasscock	384	72.73	143	27.08	1	0.19	0	0.00	241	45.64	528
Goliad	1427	51.11	1358	48.64	7	0.25	0	0.00	69	2.47	2792
Gonzales	2983	50.42	2897	48.97	35	0.59	1	0.02	86	1.45	5916
Gray	7259	74.22	2460	25.15	55	0.56	7	0.07	4799	49.06	9781
Grayson	18825	56.55	14347	43.10	97	0.29	18	0.05	4478	13.45	33287
Gregg	26465	67.19	12486	31.70	416	1.06	20	0.05	13979	35.49	39387
Grimes	2820	50.52	2735	49.00	23	0.41	4	0.07	85	1.52	5582
Guadalupe	13265	64.37	7111	34.50	0	0.00	233	1.13	6154	29.86	20609
Hale	6284	64.05	3502	35.69	19	0.19	6	0.06	2782	28.36	9811
Hall	714	40.96	1029	59.04	0	0.00	0	0.00	-315	-18.07	1743
Hamilton	1718	55.67	1355	43.91	12	0.39	1	0.03	363	11.76	3086
Hansford	1967	81.25	443	18.30	11	0.45	0	0.00	1524	62.95	2421
Hardeman	855	42.73	1143	57.12	2	0.10	1	0.05	-288	-14.39	2001
Hardin	6897	45.46	8245	54.34	28	0.18	3	0.02	-1348	-8.88	15173
Harris	464217	57.02	342919	42.12	5205	0.64	1819	0.22	121298	14.90	814160
Harrison	11957	56.18	8974	42.16	335	1.57	19	0.09	2983	14.01	21285
Hartley	1229	70.35	505	28.91	11	0.63	2	0.11	724	41.44	1747
Haskell	1193	40.93	1715	58.83	5	0.17	2	0.07	-522	-17.91	2915
Hays	11716	50.36	11187	48.09	330	1.42	31	0.13	529	2.27	23264
Hemphill	1170	68.62	527	30.91	8	0.47	0	0.00	643	37.71	1705
Henderson	11005	52.61	9819	46.94	73	0.35	21	0.10	1186	5.67	20918
Hidalgo	29246	34.87	54330	64.78	210	0.25	84	0.10	-25084	-29.91	83870
Hill	4796	52.14	4381	47.63	20	0.22	1	0.01	415	4.51	9198
Hockley	4368	60.25	2850	39.31	27	0.37	5	0.07	1518	20.94	7250
Hood	7400	63.16	4255	36.32	55	0.47	6	0.05	3145	26.84	11716
Hopkins	5133	50.61	4984	49.14	25	0.25	0	0.00	149	1.47	10142
Houston	3882	50.00	3846	49.54	30	0.39	6	0.08	36	0.46	7764
Howard	6024	57.28	4445	42.26	41	0.39	7	0.07	1579	15.01	10517
Hudspeth	405	49.63	406	49.75	4	0.49	1	0.12	-1	-0.12	816
Hunt	12331	58.06	8820	41.53	79	0.37	8	0.04	3511	16.53	21238
Hutchinson	7526	71.50	2950	28.03	43	0.41	7	0.07	4576	43.47	10526
Irion	539	62.17	326	37.60	1	0.12	1	0.12	213	24.57	867
Jack	1542	50.16	1521	49.48	11	0.36	0	0.00	21	0.68	3074
Jackson	2954	57.75	2141	41.86	18	0.35	2	0.04	813	15.89	5115
Jasper	4985	42.87	6613	56.87	28	0.24	3	0.03	-1628	-14.00	11629
Jeff_Davis	524	60.23	325	37.36	19	2.18	2	0.23	199	22.87	870
Jefferson	35754	38.99	55649	60.69	209	0.23	81	0.09	-19895	-21.70	91693
Jim_Hogg	510	23.80	1630	76.06	2	0.09	1	0.05	-1120	-52.26	2143
Jim_Wells	4335	33.64	8495	65.92	42	0.33	14	0.11	-4160	-32.28	12886
Johnson	17509	58.03	12507	41.45	139	0.46	16	0.05	5002	16.58	30171
Jones	3000	50.71	2898	48.99	17	0.29	1	0.02	102	1.72	5916
Karnes	2383	48.31	2529	51.27	18	0.36	3	0.06	-146	-2.96	4933
Kaufman	8466	53.19	7358	46.23	72	0.45	20	0.13	1108	6.96	15916
Kendall	4875	76.20	1446	22.60	75	1.17	2	0.03	3429	53.59	6398
Kenedy	76	38.78	119	60.71	1	0.51	0	0.00	-43	-21.94	196
Kent	274	40.65	398	59.05	1	0.15	1	0.15	-124	-18.40	674
Kerr	11207	75.03	3587	24.01	139	0.93	4	0.03	7620	51.01	14937
Kimble	1061	65.62	551	34.08	4	0.25	1	0.06	510	31.54	1617
King	111	63.43	64	36.57	0	0.00	0	0.00	47	26.86	175
Kinney	771	53.17	669	46.14	8	0.55	2	0.14	102	7.03	1450
Kleberg	4443	44.67	5367	53.96	132	1.33	4	0.04	-924	-9.29	9946
Knox	765	42.93	1013	56.85	3	0.17	1	0.06	-248	-13.92	1782
Lamar	8021	51.42	7553	48.42	21	0.13	3	0.02	468	3.00	15598
Lamb	3064	57.64	2230	41.95	17	0.32	5	0.09	834	15.69	5316
Lampasas	3000	60.41	1954	39.35	6	0.12	6	0.12	1046	21.06	4966
La_Salle	693	29.46	1651	70.20	6	0.26	2	0.09	-958	-40.73	2352
Lavaca	4377	54.97	3531	44.35	52	0.65	2	0.03	846	10.63	7962
Lee	2513	49.60	2527	49.87	23	0.45	4	0.08	-14	-0.28	5067
Leon	2778	54.31	2316	45.28	21	0.41	0	0.00	462	9.03	5115
Liberty	8524	50.22	8343	49.15	95	0.56	11	0.06	181	1.07	16973
Limestone	3257	48.16	3476	51.40	28	0.41	2	0.03	-219	-3.24	6763
Lipscomb	1111	74.12	377	25.15	10	0.67	1	0.07	734	48.97	1499
Live_Oak	2277	58.69	1573	40.54	29	0.75	1	0.03	704	18.14	3880
Llano	3550	57.24	2629	42.39	21	0.34	2	0.03	921	14.85	6202
Loving	54	70.13	23	29.87	0	0.00	0	0.00	31	40.26	77
Lubbock	50760	69.26	22202	30.29	269	0.37	61	0.08	28558	38.96	73292
Lynn	1279	54.03	1086	45.88	2	0.08	0	0.00	193	8.15	2367
Madison	1896	50.60	1835	48.97	16	0.43	0	0.00	61	1.63	3747
Marion	1857	44.97	2255	54.61	16	0.39	1	0.02	-398	-9.64	4129
Martin	1017	61.60	632	38.28	2	0.12	0	0.00	385	23.32	1651
Mason	975	58.91	671	40.54	9	0.54	0	0.00	304	18.37	1655
Matagorda	6787	54.01	5675	45.16	92	0.73	12	0.10	1112	8.85	12566
Maverick	1592	26.52	4395	73.21	10	0.17	6	0.10	-2803	-46.69	6003
McCulloch	1618	49.13	1665	50.56	10	0.30	0	0.00	-47	-1.43	3293
McLennan	38606	58.12	27545	41.47	220	0.33	52	0.08	11061	16.65	66423
McMullen	302	75.88	94	23.62	2	0.50	0	0.00	208	52.26	398
Medina	5722	57.05	4227	42.15	75	0.75	5	0.05	1495	14.91	10029
Menard	552	47.14	614	52.43	5	0.43	0	0.00	-62	-5.29	1171
Midland	30618	77.86	8487	21.58	209	0.53	12	0.03	22131	56.28	39326
Milam	3512	41.83	4865	57.94	17	0.20	2	0.02	-1353	-16.11	8396
Mills	1043	55.24	842	44.60	3	0.16	0	0.00	201	10.65	1888
Mitchell	1596	47.27	1773	52.52	2	0.06	5	0.15	-177	-5.24	3376
Montague	3475	48.36	3689	51.34	19	0.26	3	0.04	-214	-2.98	7186
Montgomery	40360	68.24	18394	31.10	354	0.60	38	0.06	21966	37.14	59146
Moore	3710	70.25	1537	29.10	21	0.40	13	0.25	2173	41.15	5281
Morris	2104	37.37	3522	62.56	3	0.05	1	0.02	-1418	-25.19	5630
Motley	429	61.99	262	37.86	1	0.14	0	0.00	167	24.13	692
Nacogdoches	11767	62.32	6886	36.47	211	1.12	19	0.10	4881	25.85	18883
Navarro	6445	48.71	6749	51.01	34	0.26	4	0.03	-304	-2.30	13232
Newton	1659	31.25	3640	68.56	6	0.11	4	0.08	-1981	-37.31	5309
Nolan	2734	48.74	2853	50.86	19	0.34	3	0.05	-119	-2.12	5609
Nueces	46337	48.30	49209	51.30	293	0.31	93	0.10	-2872	-2.99	95932
Ochiltree	2928	83.25	579	16.46	8	0.23	2	0.06	2349	66.79	3517
Oldham	691	68.82	303	30.18	9	0.90	1	0.10	388	38.65	1004
Orange	11959	39.99	17834	59.63	100	0.33	15	0.05	-5875	-19.64	29908
Palo_Pinto	4649	53.85	3930	45.52	47	0.54	8	0.09	719	8.33	8634
Panola	4642	52.87	4123	46.96	13	0.15	2	0.02	519	5.91	8780
Parker	14090	62.01	8517	37.48	103	0.45	13	0.06	5573	24.53	22723
Parmer	2061	72.60	764	26.91	12	0.42	2	0.07	1297	45.69	2839
Pecos	2483	55.67	1960	43.95	13	0.29	4	0.09	523	11.73	4460
Polk	5831	48.88	5943	49.82	145	1.22	10	0.08	-112	-0.94	11929
Potter	16400	62.76	9563	36.60	147	0.56	21	0.08	6837	26.16	26131
Presidio	586	33.09	1176	66.40	7	0.40	2	0.11	-590	-33.31	1771
Rains	1281	46.82	1448	52.92	4	0.15	3	0.11	-167	-6.10	2736
Randall	27986	76.33	8492	23.16	173	0.47	15	0.04	19494	53.17	36666
Reagan	935	69.00	418	30.85	2	0.15	0	0.00	517	38.15	1355
Real	795	61.58	483	37.41	11	0.85	2	0.15	312	24.17	1291
Red_River	2475	43.79	3165	56.00	11	0.19	1	0.02	-690	-12.21	5652
Reeves	1724	37.86	2812	61.75	9	0.20	9	0.20	-1088	-23.89	4554
Refugio	1883	50.56	1831	49.17	8	0.21	2	0.05	52	1.40	3724
Roberts	441	75.90	135	23.24	5	0.86	0	0.00	306	52.67	581
Robertson	2184	37.45	3630	62.24	16	0.27	2	0.03	-1446	-24.79	5832
Rockwall	7214	72.58	2659	26.75	60	0.60	6	0.06	4555	45.83	9939
Runnels	2417	58.28	1720	41.48	9	0.22	1	0.02	697	16.81	4147
Rusk	9117	63.70	5140	35.91	49	0.34	7	0.05	3977	27.79	14313
Sabine	1925	48.28	2053	51.49	9	0.23	0	0.00	-128	-3.21	3987
San_Augustine	1946	47.65	2118	51.86	9	0.22	11	0.27	-172	-4.21	4084
San_Jacinto	2691	47.31	2972	52.25	25	0.44	0	0.00	-281	-4.94	5688
San_Patricio	9159	47.07	9920	50.98	355	1.82	24	0.12	-761	-3.91	19458
San_Saba	1099	48.27	1165	51.16	12	0.53	1	0.04	-66	-2.90	2277
Schleicher	653	56.44	494	42.70	7	0.61	3	0.26	159	13.74	1157
Scurry	3749	63.61	2119	35.95	24	0.41	2	0.03	1630	27.66	5894
Shackelford	865	55.66	681	43.82	8	0.51	0	0.00	184	11.84	1554
Shelby	3999	48.34	4261	51.50	12	0.15	1	0.01	-262	-3.17	8273
Sherman	1145	76.38	340	22.68	12	0.80	2	0.13	805	53.70	1499
Smith	34658	64.67	18719	34.93	184	0.34	31	0.06	15939	29.74	53592
Somervell	1304	56.79	983	42.81	9	0.39	0	0.00	321	13.98	2296
Starr	1218	14.83	6958	84.74	30	0.37	5	0.06	-5740	-69.91	8211
Stephens	2342	60.45	1519	39.21	12	0.31	1	0.03	823	21.24	3874
Sterling	464	70.73	188	28.66	3	0.46	1	0.15	276	42.07	656
Stonewall	421	36.70	724	63.12	1	0.09	1	0.09	-303	-26.42	1147
Sutton	996	63.44	571	36.37	2	0.13	1	0.06	425	27.07	1570
Swisher	1271	39.98	1893	59.55	15	0.47	0	0.00	-622	-19.57	3179
Tarrant	242660	61.24	151310	38.19	1797	0.45	470	0.12	91350	23.05	396237
Taylor	28563	67.97	13073	31.11	357	0.85	31	0.07	15490	36.86	42024
Terrell	296	42.96	390	56.60	2	0.29	1	0.15	-94	-13.64	689
Terry	2645	57.50	1941	42.20	13	0.28	1	0.02	704	15.30	4600
Throckmorton	455	45.59	534	53.51	8	0.80	1	0.10	-79	-7.92	998
Titus	4247	49.27	4357	50.55	15	0.17	1	0.01	-110	-1.28	8620
Tom_Green	21463	63.10	12283	36.11	229	0.67	37	0.11	9180	26.99	34012
Travis	105915	44.86	127783	54.13	1777	0.75	609	0.26	-21868	-9.26	236084
Trinity	2448	47.65	2657	51.72	30	0.58	2	0.04	-209	-4.07	5137
Tyler	3070	42.10	4198	57.57	23	0.32	1	0.01	-1128	-15.47	7292
Upshur	5991	53.18	5242	46.53	30	0.27	2	0.02	749	6.65	11265
Upton	1189	68.33	544	31.26	4	0.23	3	0.17	645	37.07	1740
Uvalde	4266	53.32	3684	46.04	44	0.55	7	0.09	582	7.27	8001
Val_Verde	5109	50.03	5044	49.40	50	0.49	8	0.08	65	0.64	10211
Van_Zandt	7371	54.36	6153	45.38	33	0.24	2	0.01	1218	8.98	13559
Victoria	15056	62.08	8923	36.79	247	1.02	27	0.11	6133	25.29	24253
Walker	8473	58.88	5826	40.48	82	0.57	10	0.07	2647	18.39	14391
Waller	3607	47.31	3957	51.90	50	0.66	10	0.13	-350	-4.59	7624
Ward	2709	59.02	1858	40.48	19	0.41	4	0.09	851	18.54	4590
Washington	6041	66.85	2960	32.75	31	0.34	5	0.06	3081	34.09	9037
Webb	7528	31.59	16227	68.09	43	0.18	34	0.14	-8699	-36.50	23832
Wharton	6978	53.71	5935	45.69	65	0.50	13	0.10	1043	8.03	12991
Wheeler	1703	61.33	1067	38.42	7	0.25	0	0.00	636	22.90	2777
Wichita	23324	56.08	17956	43.17	262	0.63	48	0.12	5368	12.91	41590
Wilbarger	2669	54.15	2248	45.61	12	0.24	0	0.00	421	8.54	4929
Willacy	1750	35.43	3165	64.07	21	0.43	4	0.08	-1415	-28.64	4940
Williamson	27322	57.85	19589	41.48	267	0.57	52	0.11	7733	16.37	47230
Wilson	4436	52.65	3953	46.92	32	0.38	4	0.05	483	5.73	8425
Winkler	1656	63.42	947	36.27	7	0.27	1	0.04	709	27.15	2611
Wise	6064	53.22	5288	46.41	38	0.33	5	0.04	776	6.81	11395
Wood	6216	54.69	4553	40.06	33	0.29	564	4.96	1663	14.63	11366
Yoakum	1762	70.28	727	29.00	16	0.64	2	0.08	1035	41.28	2507
Young	4156	57.78	3007	41.80	28	0.39	2	0.03	1149	15.97	7193
Zapata	958	30.56	2171	69.25	5	0.16	1	0.03	-1213	-38.69	3135
Zavala	628	15.81	3338	84.02	7	0.18	0	0.00	-2710	-68.21	3973
Totals	3036829	55.95	2352748	43.35	30455	0.56	7378	0.14	684081	12.60	5427410
