Oregon	6	243147	46.40	-	260904	49.78	6	-	-	-	14978	2.86	-	5051	0.96	-	-	-	-	-17757	-3.39	524080	OR
Pennsylvania	35	1752426	46.92	-	1902197	50.93	35	-	-	-	55161	1.48	-	11325	0.30	-	14039	0.38	-	-149771	-4.01	3735148	PA
Rhode_Island	4	188736	57.59	4	135787	41.44	-	-	-	-	2619	0.80	-	429	0.13	-	131	0.04	-	52949	16.16	327702	RI
South_Carolina	8	34423	24.14	-	5386	3.78	-	102607	71.97	8	154	0.11	-	1	0.00	-	-	-	-	-68184	-47.82	142571	SC
South_Dakota	4	117653	47.04	-	129651	51.84	4	-	-	-	2801	1.12	-	-	-	-	-	-	-	-11998	-4.80	250105	SD
Tennessee	12	270402	49.14	11	202914	36.87	-	73815	13.41	1	1864	0.34	-	1288	0.23	-	-	-	-	67488	12.26	550283	TN
Texas	23	824235	65.96	23	303467	24.29	-	113776	9.11	-	3920	0.31	-	919	0.07	-	3260	0.26	-	520768	41.68	1249577	TX
Utah	4	149151	53.98	4	124402	45.02	-	-	-	-	2679	0.97	-	-	-	-	73	0.03	-	24749	8.96	276305	UT
Vermont	3	45557	36.92	-	75926	61.54	3	-	-	-	1279	1.04	-	585	0.47	-	35	0.03	-	-30369	-24.61	123382	VT
Virginia	11	200786	47.89	11	172070	41.04	-	43393	10.35	-	2047	0.49	-	726	0.17	-	234	0.06	-	28716	6.85	419256	VA
Washington	8	476165	52.61	8	386315	42.68	-	-	-	-	31692	3.50	-	3534	0.39	-	7353	0.81	-	89850	9.93	905059	WA
West_Virginia	8	429188	57.32	8	316251	42.24	-	-	-	-	3311	0.44	-	-	-	-	-	-	-	112937	15.08	748750	WV
Wisconsin	12	647310	50.70	12	590959	46.28	-	-	-	-	25282	1.98	-	12547	0.98	-	702	0.05	-	56351	4.41	1276800	WI
Wyoming	3	52354	51.62	3	47947	47.27	-	-	-	-	931	0.92	-	137	0.14	-	56	0.06	-	4407	4.35	101425	WY
TOTALS:	531	24179347	49.55	303	21991292	45.07	189	1175930	2.41	39	1157328	2.37	-	139569	0.29	-	150069	0.31	-	2188055	4.48	48793535	US
