Mississippi	10	3280	5.59	-	53480	91.07	10	462	0.79	-	-	-	-	1499	2.55	-	-	-	-	-50200	-85.49	58721	MS
Missouri	18	321449	49.93	18	296312	46.02	-	13009	2.02	-	7191	1.12	-	4226	0.66	-	1674	0.26	-	25137	3.90	643861	MO
Montana	3	34932	54.21	3	21773	33.79	-	5676	8.81	-	335	0.52	-	1520	2.36	-	208	0.32	-	13159	20.42	64444	MT
Nebraska	8	138558	61.38	8	52921	23.44	-	7412	3.28	-	6323	2.80	-	20518	9.09	-	-	-	-	85637	37.94	225732	NE
Nevada	3	6864	56.66	3	3982	32.87	-	925	7.64	-	-	-	-	344	2.84	-	-	-	-	2882	23.79	12115	NV
New_Hampshire	4	54163	60.07	4	34074	37.79	-	1090	1.21	-	750	0.83	-	83	0.09	-	-	-	-	20089	22.28	90161	NH
New_Jersey	12	245164	56.68	12	164566	38.05	-	9587	2.22	-	6845	1.58	-	3705	0.86	-	2680	0.62	-	80598	18.63	432547	NJ
New_York	39	859533	53.13	39	683981	42.28	-	36883	2.28	-	20787	1.28	-	7459	0.46	-	9127	0.56	-	175552	10.85	1617770	NY
North_Carolina	12	82442	39.67	-	124091	59.71	12	124	0.06	-	342	0.16	-	819	0.39	-	-	-	-	-41649	-20.04	207818	NC
North_Dakota	4	52595	75.12	4	14273	20.39	-	2009	2.87	-	1137	1.62	-	-	-	-	-	-	-	38322	54.73	70014	ND
Ohio	23	600095	59.75	23	344674	34.32	-	36260	3.61	-	19339	1.93	-	1392	0.14	-	2633	0.26	-	255421	25.43	1004393	OH
Oregon	4	60455	67.06	4	17521	19.43	-	7619	8.45	-	3806	4.22	-	753	0.84	-	-	-	-	42934	47.62	90154	OR
Pennsylvania	34	840949	68.00	34	337998	27.33	-	21863	1.77	-	33717	2.73	-	-	-	-	2211	0.18	-	502951	40.67	1236738	PA
Rhode_Island	4	41605	60.60	4	24839	36.18	-	956	1.39	-	768	1.12	-	-	-	-	488	0.71	-	16766	24.42	68656	RI
South_Carolina	9	2554	4.63	-	52563	95.36	9	-	-	-	-	-	-	1	0.00	-	-	-	-	-50009	-90.73	55118	SC
South_Dakota	4	72083	71.09	4	21969	21.67	-	3138	3.09	-	2965	2.92	-	1240	1.22	-	-	-	-	50114	49.42	101395	SD
Tennessee	12	105363	43.40	-	131653	54.23	12	1354	0.56	-	1889	0.78	-	2491	1.03	-	-	-	-	-26290	-10.83	242750	TN
Texas	18	51242	21.90	-	167200	71.45	18	2791	1.19	-	4292	1.83	-	8062	3.45	-	421	0.18	-	-115958	-49.55	234008	TX
Utah	3	62446	61.42	3	33413	32.86	-	5767	5.67	-	-	-	-	-	-	-	-	-	-	29033	28.56	101672	UT
Vermont	4	40459	77.97	4	9777	18.84	-	859	1.66	-	792	1.53	-	-	-	-	-	-	-	30682	59.13	51888	VT
Virginia	12	48180	36.95	-	80649	61.84	12	202	0.15	-	1379	1.06	-	-	-	-	-	-	-	-32469	-24.90	130410	VA
Washington	5	101540	69.95	5	28098	19.36	-	10023	6.91	-	3229	2.22	-	669	0.46	-	1592	1.10	-	73442	50.60	145151	WA
West_Virginia	7	132620	55.26	7	100855	42.03	-	1573	0.66	-	4599	1.92	-	339	0.14	-	-	-	-	31765	13.24	239986	WV
Wisconsin	13	280315	63.21	13	124205	28.01	-	28240	6.37	-	9872	2.23	-	560	0.13	-	249	0.06	-	156110	35.20	443441	WI
Wyoming	3	20489	66.72	3	8930	29.08	-	1072	3.49	-	217	0.71	-	-	-	-	-	-	-	11559	37.64	30708	WY
TOTALS:	476	7630557	56.42	336	5083880	37.59	140	402810	2.98	-	259103	1.92	-	114062	0.84	-	33454	0.25	-	2546677	18.83	13525095	US
