Appling	313	61.49	196	38.51	117	22.99	509
Atkinson	453	79.20	119	20.80	334	58.39	572
Bacon	307	58.37	219	41.63	88	16.73	526
Baker	141	63.80	80	36.20	61	27.60	221
Baldwin	554	85.76	92	14.24	462	71.52	646
Banks	479	58.34	342	41.66	137	16.69	821
Barrow	731	63.95	412	36.05	319	27.91	1143
Bartow	922	55.01	754	44.99	168	10.02	1676
Ben_Hill	543	70.06	232	29.94	311	40.13	775
Berrien	623	91.48	58	8.52	565	82.97	681
Bibb	2030	81.59	458	18.41	1572	63.18	2488
Bleckley	262	100.00	0	0.00	262	100.00	262
Brooks	597	88.71	76	11.29	521	77.41	673
Bryan	175	89.29	21	10.71	154	78.57	196
Bulloch	1098	81.58	248	18.42	850	63.15	1346
Burke	387	90.85	39	9.15	348	81.69	426
Butts	502	78.07	141	21.93	361	56.14	643
Calhoun	449	98.90	5	1.10	444	97.80	454
Camden	152	91.57	14	8.43	138	83.13	166
Campbell	263	71.08	107	28.92	156	42.16	370
Candler	673	90.82	68	9.18	605	81.65	741
Carroll	1632	57.08	1227	42.92	405	14.17	2859
Catoosa	55	62.50	33	37.50	22	25.00	88
Charlton	157	84.86	28	15.14	129	69.73	185
Chatham	4243	81.00	995	19.00	3248	62.01	5238
Chattahoochee	87	94.57	5	5.43	82	89.13	92
Chattooga	887	63.31	514	36.69	373	26.62	1401
Cherokee	544	32.34	1138	67.66	-594	-35.32	1682
Clarke	1419	86.74	217	13.26	1202	73.47	1636
Clay	230	78.50	63	21.50	167	57.00	293
Clayton	475	93.32	34	6.68	441	86.64	509
Clinch	294	79.25	77	20.75	217	58.49	371
Cobb	1208	52.45	1095	47.55	113	4.91	2303
Coffee	426	64.94	230	35.06	196	29.88	656
Colquitt	768	59.49	523	40.51	245	18.98	1291
Columbia	476	100.00	0	0.00	476	100.00	476
Cook	260	46.18	303	53.82	-43	-7.64	563
Coweta	1094	86.62	169	13.38	925	73.24	1263
Crawford	235	78.33	65	21.67	170	56.67	300
Crisp	565	87.19	83	12.81	482	74.38	648
Dade	494	81.25	114	18.75	380	62.50	608
Dawson	254	41.78	354	58.22	-100	-16.45	608
Decatur	982	76.60	300	23.40	682	53.20	1282
DeKalb	1847	69.70	803	30.30	1044	39.40	2650
Dodge	627	77.99	177	22.01	450	55.97	804
Dooly	544	93.31	39	6.69	505	86.62	583
Dougherty	621	85.54	105	14.46	516	71.07	726
Douglas	427	47.34	475	52.66	-48	-5.32	902
Early	381	91.81	34	8.19	347	83.61	415
Effingham	726	86.02	118	13.98	608	72.04	844
Elbert	1247	86.96	187	13.04	1060	73.92	1434
Emanuel	1444	88.37	190	11.63	1254	76.74	1634
Evans	432	96.43	16	3.57	416	92.86	448
Fannin	549	33.64	1083	66.36	-534	-32.72	1632
Fayette	231	74.28	80	25.72	151	48.55	311
Floyd	1923	74.25	667	25.75	1256	48.49	2590
Forsyth	813	52.32	741	47.68	72	4.63	1554
Franklin	889	66.54	447	33.46	442	33.08	1336
Fulton	6635	66.54	3336	33.46	3299	33.09	9971
Gilmer	546	45.20	662	54.80	-116	-9.60	1208
Glascock	232	73.65	83	26.35	149	47.30	315
Glynn	422	76.17	132	23.83	290	52.35	554
Gordon	713	43.42	929	56.58	-216	-13.15	1642
Grady	887	79.27	232	20.73	655	58.53	1119
Greene	681	79.28	178	20.72	503	58.56	859
Gwinnett	1645	59.07	1140	40.93	505	18.13	2785
Habersham	503	44.55	626	55.45	-123	-10.89	1129
Hall	1475	63.39	852	36.61	623	26.77	2327
Hancock	498	90.38	53	9.62	445	80.76	551
Haralson	438	28.33	1108	71.67	-670	-43.34	1546
Harris	398	97.79	9	2.21	389	95.58	407
Hart	694	68.24	323	31.76	371	36.48	1017
Heard	461	97.05	14	2.95	447	94.11	475
Henry	608	100.00	0	0.00	608	100.00	608
Houston	723	94.88	39	5.12	684	89.76	762
Irwin	525	82.16	114	17.84	411	64.32	639
Jackson	1069	76.19	334	23.81	735	52.39	1403
Jasper	429	91.08	42	8.92	387	82.17	471
Jeff_Davis	260	46.18	303	53.82	-43	-7.64	563
Jefferson	837	91.08	82	8.92	755	82.15	919
Jenkins	331	87.11	49	12.89	282	74.21	380
Johnson	306	80.53	74	19.47	232	61.05	380
Jones	87	73.73	31	26.27	56	47.46	118
Laurens	1167	76.93	350	23.07	817	53.86	1517
Lee	251	92.96	19	7.04	232	85.93	270
Liberty	303	63.39	175	36.61	128	26.78	478
Lincoln	509	99.41	3	0.59	506	98.83	512
Lowndes	1308	85.60	220	14.40	1088	71.20	1528
Lumpkin	155	43.06	205	56.94	-50	-13.89	360
Macon	483	87.66	68	12.34	415	75.32	551
Madison	693	71.15	281	28.85	412	42.30	974
Marion	236	56.73	180	43.27	56	13.46	416
McDuffie	382	77.80	109	22.20	273	55.60	491
