Appling	2755	84.33	512	15.67	2243	68.66	3267
Atkinson	924	74.94	309	25.06	615	49.88	1233
Bacon	1771	90.22	192	9.78	1579	80.44	1963
Baker	965	73.66	345	26.34	620	47.33	1310
Baldwin	4826	77.08	1435	22.92	3391	54.16	6261
Banks	1336	78.96	356	21.04	980	57.92	1692
Barrow	3423	79.79	867	20.21	2556	59.58	4290
Bartow	4836	75.26	1590	24.74	3246	50.51	6426
Ben_Hill	2104	74.96	703	25.04	1401	49.91	2807
Berrien	2285	86.03	371	13.97	1914	72.06	2656
Bibb	27402	72.87	10201	27.13	17201	45.74	37603
Bleckley	2308	85.96	377	14.04	1931	71.92	2685
Brantley	1587	82.44	338	17.56	1249	64.88	1925
Brooks	2430	79.08	643	20.92	1787	58.15	3073
Bryan	1409	84.27	263	15.73	1146	68.54	1672
Bulloch	5683	78.85	1524	21.15	4159	57.71	7207
Burke	2846	72.90	1058	27.10	1788	45.80	3904
Butts	1968	73.02	727	26.98	1241	46.05	2695
Calhoun	892	64.31	495	35.69	397	28.62	1387
Camden	2380	75.97	753	24.03	1627	51.93	3133
Candler	1427	85.71	238	14.29	1189	71.41	1665
Carroll	8296	79.36	2158	20.64	6138	58.71	10454
Catoosa	6008	87.05	894	12.95	5114	74.09	6902
Charlton	1244	80.05	310	19.95	934	60.10	1554
Chatham	38079	70.98	15566	29.02	22513	41.97	53645
Chattahoochee	345	74.03	121	25.97	224	48.07	466
Chattooga	3188	77.55	923	22.45	2265	55.10	4111
Cherokee	5509	82.62	1159	17.38	4350	65.24	6668
Clarke	11465	65.31	6090	34.69	5375	30.62	17555
Clay	632	69.07	283	30.93	349	38.14	915
Clayton	23681	86.36	3740	13.64	19941	72.72	27421
Clinch	1127	82.50	239	17.50	888	65.01	1366
Cobb	43977	85.12	7688	14.88	36289	70.24	51665
Coffee	3934	86.63	607	13.37	3327	73.27	4541
Colquitt	6900	88.12	930	11.88	5970	76.25	7830
Columbia	4839	83.65	946	16.35	3893	67.29	5785
Cook	2135	80.26	525	19.74	1610	60.53	2660
Coweta	5751	78.66	1560	21.34	4191	57.32	7311
Crawford	1167	69.51	512	30.49	655	39.01	1679
Crisp	3623	84.16	682	15.84	2941	68.32	4305
Dade	2110	93.45	148	6.55	1962	86.89	2258
Dawson	828	78.26	230	21.74	598	56.52	1058
Decatur	4292	78.21	1196	21.79	3096	56.41	5488
DeKalb	104750	77.35	30671	22.65	74079	54.70	135421
Dodge	4346	83.10	884	16.90	3462	66.20	5230
Dooly	1904	76.34	590	23.66	1314	52.69	2494
Dougherty	12878	78.03	3625	21.97	9253	56.07	16503
Douglas	6610	87.07	982	12.93	5628	74.13	7592
Early	2396	82.37	513	17.63	1883	64.73	2909
Echols	404	85.59	68	14.41	336	71.19	472
Effingham	3175	86.47	497	13.53	2678	72.93	3672
Elbert	2875	76.48	884	23.52	1991	52.97	3759
Emanuel	3684	80.09	916	19.91	2768	60.17	4600
Evans	1666	81.63	375	18.37	1291	63.25	2041
Fannin	3783	79.95	949	20.05	2834	59.89	4732
Fayette	3401	88.31	450	11.69	2951	76.63	3851
Floyd	15485	82.12	3372	17.88	12113	64.24	18857
Forsyth	2968	84.39	549	15.61	2419	68.78	3517
Franklin	2022	82.30	435	17.70	1587	64.59	2457
Fulton	96256	56.43	74329	43.57	21927	12.85	170585
Gilmer	2729	78.04	768	21.96	1961	56.08	3497
Glascock	578	93.38	41	6.62	537	86.75	619
Glynn	9443	75.88	3002	24.12	6441	51.76	12445
Gordon	4344	83.31	870	16.69	3474	66.63	5214
Grady	3732	81.02	874	18.98	2858	62.05	4606
Greene	1679	64.63	919	35.37	760	29.25	2598
Gwinnett	18181	86.26	2896	13.74	15285	72.52	21077
Habersham	971	84.95	172	15.05	799	69.90	1143
Hall	10686	81.41	2440	18.59	8246	62.82	13126
Hancock	1595	51.50	1502	48.50	93	3.00	3097
Haralson	3460	81.85	767	18.15	2693	63.71	4227
Harris	2617	78.87	701	21.13	1916	57.75	3318
Hart	2308	74.64	784	25.36	1524	49.29	3092
Heard	1239	81.78	276	18.22	963	63.56	1515
Henry	5155	77.93	1460	22.07	3695	55.86	6615
Houston	13576	84.16	2556	15.84	11020	68.31	16132
Irwin	1851	84.68	335	15.32	1516	69.35	2186
Jackson	4124	79.63	1055	20.37	3069	59.26	5179
Jasper	1289	73.57	463	26.43	826	47.15	1752
Jeff_Davis	1857	86.01	302	13.99	1555	72.02	2159
Jefferson	2777	70.11	1184	29.89	1593	40.22	3961
Jenkins	1769	78.52	484	21.48	1285	57.04	2253
Johnson	2201	84.07	417	15.93	1784	68.14	2618
Jones	2483	74.25	861	25.75	1622	48.50	3344
Lamar	1844	73.47	666	26.53	1178	46.93	2510
Lanier	850	81.50	193	18.50	657	62.99	1043
Laurens	7350	77.53	2130	22.47	5220	55.06	9480
Lee	1441	78.70	390	21.30	1051	57.40	1831
Liberty	2337	65.76	1217	34.24	1120	31.51	3554
Lincoln	1246	78.56	340	21.44	906	57.12	1586
Long	764	76.40	236	23.60	528	52.80	1000
Lowndes	7812	79.50	2015	20.50	5797	58.99	9827
Lumpkin	1477	79.32	385	20.68	1092	58.65	1862
Macon	2005	70.55	837	29.45	1168	41.10	2842
Madison	2606	82.00	572	18.00	2034	64.00	3178
Marion	850	83.83	164	16.17	686	67.65	1014
McDuffie	2990	75.01	996	24.99	1994	50.03	3986
McIntosh	1367	62.14	833	37.86	534	24.27	2200
Meriwether	3420	73.82	1213	26.18	2207	47.64	4633
Miller	1269	91.49	118	8.51	1151	82.98	1387
Mitchell	2400	68.18	1120	31.82	1280	36.36	3520
Monroe	2181	73.43	789	26.57	1392	46.87	2970
Montgomery	1370	80.26	337	19.74	1033	60.52	1707
Morgan	2007	75.03	668	24.97	1339	50.06	2675
Murray	2643	80.41	644	19.59	1999	60.82	3287
Muscogee	28449	77.55	8234	22.45	20215	55.11	36683
Newton	4647	77.10	1380	22.90	3267	54.21	6027
Oconee	2029	81.39	464	18.61	1565	62.78	2493
Oglethorpe	1712	84.00	326	16.00	1386	68.01	2038
Paulding	2814	73.70	1004	26.30	1810	47.41	3818
Peach	3747	60.83	2413	39.17	1334	21.66	6160
Pickens	2101	80.16	520	19.84	1581	60.32	2621
Pierce	1982	88.05	269	11.95	1713	76.10	2251
Pike	1432	77.20	423	22.80	1009	54.39	1855
Polk	4929	78.91	1317	21.09	3612	57.83	6246
Pulaski	1966	81.58	444	18.42	1522	63.15	2410
Putnam	1963	76.47	604	23.53	1359	52.94	2567
Quitman	502	78.19	140	21.81	362	56.39	642
Rabun	1477	80.14	366	19.86	1111	60.28	1843
Randolph	1603	66.76	798	33.24	805	33.53	2401
Richmond	24362	72.55	9219	27.45	15143	45.09	33581
Rockdale	3560	81.82	791	18.18	2769	63.64	4351
Schley	694	81.07	162	18.93	532	62.15	856
Screven	2402	80.69	575	19.31	1827	61.37	2977
Seminole	1851	83.12	376	16.88	1475	66.23	2227
Spalding	7183	80.84	1702	19.16	5481	61.69	8885
Stephens	3773	81.24	871	18.76	2902	62.49	4644
Stewart	1020	74.29	353	25.71	667	48.58	1373
Sumter	4533	78.14	1268	21.86	3265	56.28	5801
Talbot	990	66.09	508	33.91	482	32.18	1498
Taliaferro	585	61.13	372	38.87	213	22.26	957
Tattnall	2892	85.46	492	14.54	2400	70.92	3384
Taylor	1580	75.45	514	24.55	1066	50.91	2094
Telfair	2245	76.57	687	23.43	1558	53.14	2932
Terrell	2057	74.99	686	25.01	1371	49.98	2743
Thomas	6668	75.44	2171	24.56	4497	50.88	8839
Tift	4591	84.91	816	15.09	3775	69.82	5407
Toombs	4080	85.80	675	14.20	3405	71.61	4755
Towns	1573	79.56	404	20.44	1169	59.13	1977
Treutlen	1346	86.50	210	13.50	1136	73.01	1556
Troup	8350	80.24	2056	19.76	6294	60.48	10406
Turner	2120	82.91	437	17.09	1683	65.82	2557
Twiggs	1363	55.05	1113	44.95	250	10.10	2476
Union	2317	75.74	742	24.26	1575	51.49	3059
Upson	4892	84.52	896	15.48	3996	69.04	5788
Walker	8728	84.72	1574	15.28	7154	69.44	10302
Walton	3994	77.80	1140	22.20	2854	55.59	5134
Ware	6578	79.23	1724	20.77	4854	58.47	8302
Warren	1175	71.21	475	28.79	700	42.42	1650
Washington	3901	75.79	1246	24.21	2655	51.58	5147
Wayne	3677	83.38	733	16.62	2944	66.76	4410
Webster	483	81.73	108	18.27	375	63.45	591
