Appling	1514	82.19	312	16.94	16	0.87	0	0.00	1202	65.26	1842
Atkinson	703	91.30	66	8.57	1	0.13	0	0.00	637	82.73	770
Bacon	821	88.95	97	10.51	5	0.54	0	0.00	724	78.44	923
Baker	557	94.73	30	5.10	1	0.17	0	0.00	527	89.63	588
Baldwin	1313	86.38	203	13.36	4	0.26	0	0.00	1110	73.03	1520
Banks	668	79.71	164	19.57	6	0.72	0	0.00	504	60.14	838
Barrow	1615	87.82	219	11.91	5	0.27	0	0.00	1396	75.91	1839
Bartow	1734	84.17	318	15.44	8	0.39	0	0.00	1416	68.74	2060
Ben_Hill	1206	86.64	181	13.00	4	0.29	1	0.07	1025	73.64	1392
Berrien	1156	97.97	23	1.95	1	0.08	0	0.00	1133	96.02	1180
Bibb	6729	82.70	1371	16.85	37	0.45	0	0.00	5358	65.85	8137
Bleckley	785	88.40	100	11.26	3	0.34	0	0.00	685	77.14	888
Brantley	960	93.20	67	6.50	3	0.29	0	0.00	893	86.70	1030
Brooks	1300	83.93	248	16.01	1	0.06	0	0.00	1052	67.91	1549
Bryan	874	94.49	49	5.30	2	0.22	0	0.00	825	89.19	925
Bulloch	2063	93.35	141	6.38	6	0.27	0	0.00	1922	86.97	2210
Burke	1029	95.54	42	3.90	6	0.56	0	0.00	987	91.64	1077
Butts	1012	91.92	87	7.90	2	0.18	0	0.00	925	84.01	1101
Calhoun	610	94.87	33	5.13	0	0.00	0	0.00	577	89.74	643
Camden	564	90.24	60	9.60	1	0.16	0	0.00	504	80.64	625
Candler	748	92.00	63	7.75	2	0.25	0	0.00	685	84.26	813
Carroll	3808	85.92	616	13.90	8	0.18	0	0.00	3192	72.02	4432
Catoosa	1440	85.26	249	14.74	0	0.00	0	0.00	1191	70.52	1689
Charlton	562	90.35	60	9.65	0	0.00	0	0.00	502	80.71	622
Chatham	10048	83.37	1985	16.47	19	0.16	0	0.00	8063	66.90	12052
Chattahoochee	204	91.07	20	8.93	0	0.00	0	0.00	184	82.14	224
Chattooga	2413	89.47	273	10.12	11	0.41	0	0.00	2140	79.35	2697
Cherokee	1552	60.11	1017	39.39	13	0.50	0	0.00	535	20.72	2582
Clarke	2894	91.87	246	7.81	10	0.32	0	0.00	2648	84.06	3150
Clay	488	93.31	33	6.31	2	0.38	0	0.00	455	87.00	523
Clayton	1382	89.45	161	10.42	2	0.13	0	0.00	1221	79.03	1545
Clinch	1049	94.33	63	5.67	0	0.00	0	0.00	986	88.67	1112
Cobb	4447	81.63	992	18.21	9	0.17	0	0.00	3455	63.42	5448
Coffee	1561	92.15	128	7.56	5	0.30	0	0.00	1433	84.59	1694
Colquitt	1819	77.04	525	22.24	17	0.72	0	0.00	1294	54.81	2361
Columbia	627	92.61	46	6.79	4	0.59	0	0.00	581	85.82	677
Cook	941	86.81	143	13.19	0	0.00	0	0.00	798	73.62	1084
Coweta	2846	96.25	103	3.48	8	0.27	0	0.00	2743	92.76	2957
Crawford	362	82.84	74	16.93	1	0.23	0	0.00	288	65.90	437
Crisp	1049	88.75	129	10.91	4	0.34	0	0.00	920	77.83	1182
Dade	982	86.67	151	13.33	0	0.00	0	0.00	831	73.35	1133
Dawson	484	63.43	276	36.17	3	0.39	0	0.00	208	27.26	763
Decatur	1781	89.05	217	10.85	2	0.10	0	0.00	1564	78.20	2000
De_Kalb	8862	80.65	2081	18.94	45	0.41	0	0.00	6781	61.71	10988
Dodge	1280	87.91	171	11.74	5	0.34	0	0.00	1109	76.17	1456
Dooly	1209	90.43	124	9.27	4	0.30	0	0.00	1085	81.15	1337
Dougherty	2175	92.32	180	7.64	1	0.04	0	0.00	1995	84.68	2356
Douglas	833	80.64	195	18.88	5	0.48	0	0.00	638	61.76	1033
Early	1751	94.29	104	5.60	2	0.11	0	0.00	1647	88.69	1857
Echols	441	95.87	18	3.91	1	0.22	0	0.00	423	91.96	460
Effingham	633	73.60	227	26.40	0	0.00	0	0.00	406	47.21	860
Elbert	2052	84.48	357	14.70	20	0.82	0	0.00	1695	69.78	2429
Emanuel	1428	94.51	81	5.36	2	0.13	0	0.00	1347	89.15	1511
Evans	1399	92.04	112	7.37	9	0.59	0	0.00	1287	84.67	1520
Fannin	1771	43.98	2256	56.02	0	0.00	0	0.00	-485	-12.04	4027
Fayette	577	92.91	44	7.09	0	0.00	0	0.00	533	85.83	621
